CHECKLIST,,,Form ,Packet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8,I,1. Which of the following was completed on this participant? ,NEUREXAM,Always,Integers 0-3,"0, No neurologic examination|1, Comprehensive neurologic examination as suggested in the UDS Coding Guidebook|2, Focused or partial neurologic examination performed in-person|3, Focused or partial neurologic examination performed via telehealth",Integer,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, form completion can differ visit to visit",,,,,"If this is equal to 0, then the rest of the form should be blank (-4s)",
b8,I,2. Were there abnormal exam findings?,NORMNREXAM,Conditional (e.g. skip pattern),Integers 0-1,"0, No abnormal findings|1, Yes",Integer,[neurexam]='1' or [neurexam]='2' or [neurexam]='3',N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,Add to NACCNREX variable to combine new UDSv4 information for a normal exam,,"If this is equal to 0, then the rest of the form should be 0s",
b8,I,3. Parkinsonian Signs,PARKSIGN,Conditional (e.g. skip pattern),"Integers 0,1,8","0, No abnormal signs in this section are present|1, Yes (<b>IF YES</b>, consider completing additional measures as described in Section 2D)|8, Not assessed",Integer,[normnrexam]='1',N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,"UDSv3 did not have a ""Not assessed"" option for this variable; add to RDD-UDS for v4",,"If this is equal to 0, then the Q3a to Q3n should be 0s",
b8,I,3a. Slowing of fine motor movements,SLOWINGFM,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3b. Limb tremor at rest,TREMREST,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3c. Limb tremor - postural,TREMPOST,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3d. Limb tremor - kinetic,TREMKINE,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3e. Limb rigidity - arm,RIGIDARM,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3f. Limb rigidity - leg,RIGIDLEG,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3g. Limb dystonia - arm,DYSTARM,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3h. Limb dystonia - leg,DYSTLEG,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3i. Chorea,CHOREA,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3j. Decrement in amplitude of fine motor movements*,AMPMOTOR,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3k. Axial rigidity,AXIALRIG,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3l. Postural instability,POSTINST,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,responses are slightly different from UDSv3 (present/absent vs yes/no),,,
b8,I,3m. Facial masking,MASKING,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,3n. Stooped posture,STOOPED,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[parksign]='1',N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4. Cortical/Pyramidal/Other Signs,OTHERSIGN,Conditional (e.g. skip pattern),"Integers 0,1,8","0, No abnormal signs in this section are present|1, Yes  (<b>IF YES</b>, consider completing additional measures as described in Section 2D)|2, Not assessed",Integer,[normnrexam]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,"If this is equal to 0, then the Q4a to Q4q should be 0s",
b8,I,4a. Limb apraxia,LIMBAPRAX,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4b. Face or limb findings in UMN distribution*,UMNDIST,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4c. Face or limb findings in an LMN distribution*,LMNDIST,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4d. Visual field cut,VFIELDCUT,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4e. Limb ataxia,LIMBATAX,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4f. Myoclonus,MYOCLON,Conditional (e.g. skip pattern),"Integers 0-3, 8","0, Absent|1, Focal or Unilateral|2, Bilateral & Largely Symmetric|3, Bilateral & Largely Asymmetric|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4g. Unilateral Somatosensory Loss (localized to the brain; disregard sensory changes localized to the spinal cord or peripheral nerves),UNISOMATO,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4h. Aphasia (disregard complaints of mild dysnomia if not viewed as reflecting a clinically significant change) ,APHASIA,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4i. Alien limb phenomenon,ALIENLIMB,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4j. Hemispatial neglect,HSPATNEG,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4k. Prosopagnosia,PSPOAGNO,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4l. Simultanagnosia,SMTAGNO,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4m. Optic ataxia,OPTICATAX,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4n. Apraxia of gaze,APRAXGAZE,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4o. Vertical +/- horizontal gaze palsy**,VHGAZEPAL,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,4p. Dysarthria*,DYSARTH,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,4q. Apraxia of speech,APRAXSP,Conditional (e.g. skip pattern),"Integers 0,1,8","0, Absent|1, Present|8, Not Assessed",Integer,[othersign]='1',N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FALSE,FALSE,TRUE,"yes, participant could develop changes across visits",,,responses are slightly different from UDSv3 (present/absent vs yes/no),,,
b8,I,5. Gait,GAITABN,Conditional (e.g. skip pattern),"Integers 0,1,8","0, No abnormal signs in this section are present|1, Yes (<b>IF YES</b>, consider completing additional measures as described in Section 2D)|8, Not assessed",Integer,[normnrexam]='1',N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,TRUE,TRUE,TRUE,"yes, participant could develop changes across visits",,,,,,
b8,I,5a. Finding,GAITFIND,Conditional (e.g. skip pattern),Integers 1-7,"1, Hemiparetic gait (spastic)|2, Foot drop gait (lower motor neuron)|3, Ataxic gait|4, Apractic/magnetic gait|5, Hypokinetic/parkinsonian gait|6, Antalgic gait|7, Other ",Integer,[gaitabn]='1',N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,FALSE,FALSE,FALSE,"yes, participant could develop changes across visits",,,,,,
b8,I,5a1. Other gait (Specify),GAITOTHRX,Conditional (e.g. skip pattern),text,,String,[gaitfind] = '7' and [gaitabn] = '1',,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
