"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
slowingfm,b8_neurological_examination_findings,,radio,"3a. Slowing of fine motor movements","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
tremrest,b8_neurological_examination_findings,,radio,"3b. Limb tremor at rest","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
trempost,b8_neurological_examination_findings,,radio,"3c. Limb tremor - postural","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
tremkine,b8_neurological_examination_findings,,radio,"3d. Limb tremor - kinetic","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
rigidarm,b8_neurological_examination_findings,,radio,"3e. Limb rigidity - arm","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
rigidleg,b8_neurological_examination_findings,,radio,"3f. Limb rigidity - leg","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
dystarm,b8_neurological_examination_findings,,radio,"3g. Limb dystonia - arm","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
dystleg,b8_neurological_examination_findings,,radio,"3h. Limb dystonia - leg","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
chorea,b8_neurological_examination_findings,,radio,"3i. Chorea","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3a_3i,,
ampmotor,b8_neurological_examination_findings,,radio,"3j. Decrement in amplitude of fine motor movements","0, Absent | 1, Present | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3j_3n,,
axialrig,b8_neurological_examination_findings,,radio,"3k. Axial rigidity","0, Absent | 1, Present | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3j_3n,,
postinst,b8_neurological_examination_findings,,radio,"3l. Postural instability","0, Absent | 1, Present | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3j_3n,,
masking,b8_neurological_examination_findings,,radio,"3m. Facial masking","0, Absent | 1, Present | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3j_3n,,
stooped,b8_neurological_examination_findings,,radio,"3n. Stooped posture","0, Absent | 1, Present | 8, Not Assessed",,,,,,[parksign]='1',y,,,b8_mtx_3j_3n,,
b8_section2b,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 53px; background-color: #97a9ca; border-color: #316297; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 100%; height: 18px; text-align: left;""><span style=""color: #ecf0f1;"">Section 2B - Cortical/Pyramidal/Other Signs</span></td> </tr> </tbody> </table> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 2""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p> </p> </div> </div> </div> </div> </div> </div> </div></div>",,,,,,,[normnrexam]='1',,,,,,
othersign,b8_neurological_examination_findings,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4. Cortical/Pyramidal/Other Signs</span></p></div>","0, No abnormal signs in this section are present | 1, Yes  (<b>IF YES</b>, consider completing additional measures as described in Section 2D) | 2, Not assessed",,,,,,[normnrexam]='1',y,LV,,,,
limbaprax,b8_neurological_examination_findings,,radio,"4a. Limb apraxia","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
umndist,b8_neurological_examination_findings,,radio,"4b. Face or limb findings in UMN distribution*","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
lmndist,b8_neurological_examination_findings,,radio,"4c. Face or limb findings in an LMN distribution*","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
vfieldcut,b8_neurological_examination_findings,,radio,"4d. Visual field cut","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
limbatax,b8_neurological_examination_findings,,radio,"4e. Limb ataxia","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
myoclon,b8_neurological_examination_findings,,radio,"4f. Myoclonus","0, Absent | 1, Focal or Unilateral | 2, Bilateral & Largely Symmetric | 3, Bilateral & Largely Asymmetric | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4a_4f,,
unisomato,b8_neurological_examination_findings,,radio,"4g. Unilateral Somatosensory loss <span style=""font-weight: normal;"">(<i>localized to the brain; disregard sensory changes localized to the spinal cord or peripheral nerves</i>)</span>","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
aphasia,b8_neurological_examination_findings,,radio,"4h. Aphasia <span style=""font-weight: normal;"">(<i>disregard complaints of mild dysnomia if not viewed as reflecting a clinically significant change</i>)</span>","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
alienlimb,b8_neurological_examination_findings,,radio,"4i. Alien limb phenomenon","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
hspatneg,b8_neurological_examination_findings,,radio,"4j. Hemispatial neglect","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
pspoagno,b8_neurological_examination_findings,,radio,"4k. Prosopagnosia","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
smtagno,b8_neurological_examination_findings,,radio,"4l. Simultanagnosia","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
opticatax,b8_neurological_examination_findings,,radio,"4m. Optic ataxia","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
apraxgaze,b8_neurological_examination_findings,,radio,"4n. Apraxia of gaze","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
vhgazepal,b8_neurological_examination_findings,,radio,"4o. Vertical +/- horizontal gaze palsy**","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
dysarth,b8_neurological_examination_findings,,radio,"4p. Dysarthria*","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
apraxsp,b8_neurological_examination_findings,,radio,"4q. Apraxia of speech","0, Absent | 1, Present | 8, Not Assessed",,,,,,[othersign]='1',y,,,b8_mtx_4g_4q,,
b8_section2b_notes,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">*UMN findings could include weakness in a pyradmidal pattern, hyper-reflexia, Babinski or Hoffman sign present, or spasticity; </span></em><em><span style=""font-weight: normal;"">LMN findings could include weakness due to neuromuscular dysfunction, muscle wasting/atrophy, or fasciculations. These findings </span></em><em><span style=""font-weight: normal;"">could be consistent with a cerebrovascular insult or with a degenerative disorder such as ALS, PLS, SMA, PSP, CBS, etc.</span></em></p> <p><span style=""font-weight: normal;""><em>**Do not mark Present if only reduction of upgaze is present.</em></span></p></div>",,,,,,,"[normnrexam]='1' AND [othersign]='1'",,,,,,
b8_section2c,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 53px; background-color: #97a9ca; border-color: #316297; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 100%; height: 18px; text-align: left;""><span style=""color: #ecf0f1;"">Section 2C - Gait</span></td> </tr> </tbody> </table> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 2""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p> </p> </div> </div> </div> </div> </div> </div> </div></div>",,,,,,,[normnrexam]='1',,,,,,
gaitabn,b8_neurological_examination_findings,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5. Gait</span></p></div>","0, No abnormal signs in this section are present | 1, Yes (<b>IF YES</b>, consider completing additional measures as described in Section 2D) | 8, Not assessed",,,,,,[normnrexam]='1',y,LV,,,,
gaitfind,b8_neurological_examination_findings,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5a. Finding:</span></p></div>","1, Hemiparetic gait (spastic) | 2, Foot drop gait (lower motor neuron) | 3, Ataxic gait | 4, Apractic/magnetic gait | 5, Hypokinetic/parkinsonian gait | 6, Antalgic gait | 7, Other {gaitothrx:icons}",,,,,,[gaitabn]='1',y,LV,,,,
gaitothrx,b8_neurological_examination_findings,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Other:</span></p></div>",,,,,,,"[gaitfind] = '7' and [gaitabn] = '1'",y,,,,," @PLACEHOLDER='SPECIFY'"
b8_section2d,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 53px; background-color: #97a9ca; border-color: #316297; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 100%; height: 18px; text-align: left;""><span style=""color: #ecf0f1;"">Section 2D - Additional Measures</span></td> </tr> </tbody> </table> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 2""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">There are </span><span style=""text-decoration: underline;""><em>several additional clinical measures</em></span><span style=""font-weight: normal;""> to consider for completion depending on the findings </span><span style=""font-weight: normal;"">and the suspicion of the clinical syndrome; <em>these include, but are not limited to, the following</em>:</span><br /><span style=""font-weight: normal;"">a ) If there are any features of a movement disorder <em>(e.g., bradykinesia, tremor, rigidity, postural instability, etc.)</em>: </span>Consider completing Form B3 UPDRS, or the MDS-UPDRS</p> <p><span style=""font-weight: normal;"">b ) If there are any features of ALS <em>(e.g., upper motor neuron dysfunction and/or lower motor neuron dysfunction)</em>: </span>Consider completing the ALSFRS-R</p> <p><span style=""font-weight: normal;"">c ) If there are any features of PSP- Richardson's syndrome <em>(e.g., parkinsonism, postural instability, supranuclear gaze palsy, etc.)</em>: </span>Consider completing the PSPRS</p> <p><span style=""font-weight: normal;"">d ) If there are any features of corticobasal syndrome <em>(e.g., limb rigidity, limb apraxia, myoclonus, dystonia, corticol sensory loss, alien limb phenomenon, etc.)</em>: </span>Consider completing the PSPRS and/or the CBFS</p> <p><span style=""font-weight: normal;"">e ) If there are any features of complex visual processing dysfunction <em>(e.g. hemineglect, visual agnosia, simultanagnosia, optic ataxia, ocular apraxia, apraxia of eyelid opening, etc.)</em>: </span>Consider completing a standardized measure assessing PCA</p> <p><span style=""font-weight: normal;"">f ) If there are any features of aphasia or apraxia of speech <em>(e.g., NIH Stroke Scale, Progressive Aphasia Severity Scale, Western Aphasia Battery, etc.)</em>: </span>Consider completing a standardized measure assessing speech and language</p> <p><span style=""font-weight: normal;"">g ) If there are clinical and/or imaging findings suggesting a vascular contribution to the clinical presentation: </span>Consider completing NIH Stroke Scale, Hachinski Ischemic Scale, etc.</p> </div> </div> </div> </div> </div> </div> </div></div>",,,,,,,"[normnrexam] = '1'",,,,,,
b8_section2e,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 53px; background-color: #97a9ca; border-color: #316297; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 100%; height: 18px; text-align: left;""><span style=""color: #ecf0f1;"">Section 2E - Glossary of Abbreviations</span></td> </tr> </tbody> </table> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 2""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p>ALS<span style=""font-weight: normal;""> = <em>Amyotrophic Lateral Sclerosis</em></span><br />ALSFRS-R<span style=""font-weight: normal;""> = <em>Amyotrophic Lateral Sclerosis Functional Rating Scale-Revised</em></span><br />CBS <span style=""font-weight: normal;"">= <em>Corticobasal Syndrome</em></span><br />CBFS <span style=""font-weight: normal;"">= <em>Cortical Basal ganglia Functional Scale</em></span><br />LMN <span style=""font-weight: normal;"">= <em>Lower Motor Neuron</em></span><br />MDS-UPDRS<span style=""font-weight: normal;""> = <em>Movement Disorders Society - Unified Parkinson's Disease Rating Scale</em></span><br />PCA <span style=""font-weight: normal;"">= <em>Posterior Cortical Atrophy</em></span><br />PLS <span style=""font-weight: normal;"">= <em>Primary Lateral Sclerosis</em></span><br />PSP <span style=""font-weight: normal;"">= <em>Progressive Supranuclear Palsy</em></span><br />PSPRS <span style=""font-weight: normal;"">= <em>Progressive Supranuclear Palsy Rating Scale</em></span><br />SMA <span style=""font-weight: normal;"">= <em>Spinal Muscular Atrophy</em></span><br />UMN <span style=""font-weight: normal;"">= <em>Upper Motor Neuron</em></span><br />UPDRS <span style=""font-weight: normal;"">= <em>Unified Parkinson's Disease Rating Scale</em></span></p> </div> </div> </div> </div> </div> </div> </div></div>",,,,,,,"[normnrexam] = '1'",,,,,,
b8_footer,b8_neurological_examination_findings,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #3598db;"">NATIONAL ALZHEIMER'S COORDINATING CENTER | naccmail@uw.edu |</span> <span style=""text-decoration: underline;""><a href=""https://naccdata.org/"" target=""_blank"" rel=""noopener"">naccdata.org</a></span><br /><strong>UDS <span style=""font-weight: normal;"">(Version 4.0, Month Year)</span> <span style=""color: red;"">[instrument-label]</span></strong></p></div>",,,,,,,,,,,,,
