"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
a4a_instr,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><hr style=""border: 3px solid navy;"" /> <p><em>INSTRUCTIONS: <span style=""font-weight: normal;"">This form should be used to record treatments expected to significantly impact Alzheimer's disease and related dementias (ADRD) biomarkers, whether a disease-modifying treatment that is FDA-approved for ADRD and received as part of clinical care or an investigational treatment received as part of a clinical trial.  For treatments received as part of clinical care, only thaose that are FDA-approved for disease-modification of ADRD should be included on this form.  If the participant is receiving one of these treatments as part of their clinical care at the time of clinical assessment (e.g., they are receiving lecanemab infusions), the treatment should be included on both this form and the A4 Medication form. Participation in any ADRD drug trial over an individual's lifetime should be included. </span></em><em><span style=""font-weight: normal;"">If available, the </span><span style=""color: #3598db;""><a style=""color: #3598db;"" href=""https://clinicaltrials.gov/"" target=""_blank"" rel=""noopener"">ClinicalTrials.gov</a></span><span style=""font-weight: normal;""> identifier should be entered into the ""specific treatment and/or trial"" cell. Information on the type of treatment can be found via ClinicalTrials.gov and is summarized in ""</span></em><span style=""font-weight: normal;"">Alzheimer's disease drug development pipeline</span><em><span style=""font-weight: normal;"">."" <sup>1</sup></span></em><em><span style=""font-weight: normal;"">This form should be completed by the clinician based on participant interview and/or co-participant report. For additional clarification and examples, see </span></em><span style=""color: #7595c0;""><span style=""color: #000000;"">UDS Coding Guidebook</span></span><em><span style=""color: #7595c0;""><span style=""color: #000000; font-weight: normal;""> for </span></span></em><span style=""color: #7595c0;""><span style=""color: #000000;"">Form A4a</span></span><em><span style=""color: #7595c0;""><span style=""font-weight: normal; color: #000000;"">. Select only <span style=""text-decoration: underline;"">one</span> answer per question, unless otherwise stated.</span></span></em></p> <p> </p></div>",,,,,,,[modea4a]<>'3',,,,,,
a4a_section01,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #ECF0F1;"" border=""0""> <tbody> <tr> <td style=""width: 8.76836%;"">1.</td> <td style=""width: 55.5673%;"">Has the participant ever been prescribed a treatment or been enrolled in a clinical trial of a treatment expected to modify ADRD biomarkers?</td> <td style=""width: 35.7933%;"">{trtbiomark:icons}</td> </tr> <tr> <td style=""width: 8.76836%;""> </td> <td style=""width: 55.5673%; text-align: right;"">{loc_trt_num_label}</td> <td style=""width: 35.7933%;"">{loc_trt_num}</td> </tr> </tbody> </table></div>",,,,,,,[modea4a]<>'3',,,,,,
trtbiomark,a4a_adrd_specific_treatments,,radio,"1. Has the participant ever been prescribed a treatment or been enrolled in a clinical trial of a treatment expected to modify ADRD biomarkers?","0, No | 1, Yes | 9, Unknown",,,,,,[modea4a]<>'3',y,,,,,
loc_trt_num,a4a_adrd_specific_treatments,,dropdown,"How many treatments/trials?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8",,autocomplete,,,,[trtbiomark]='1',y,,,,,
loc_trt_num_label,a4a_adrd_specific_treatments,,descriptive,"How many treatments/trials?",,,,,,,[trtbiomark]='1',,,,,,
a4a_section_1,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #C2E0F4;"" border=""1""> <tbody> <tr> <td style=""width: 99.8586%; background-color: #c2e0f4; border-style: none;"">2.  Please provide information about the clinical treatment(s) and/or trial(s) <p><em><span style=""font-weight: 400;"">(If participant is exposed to more than two treatments and/or trials, additional rows will appear):</span></em></p> </td> </tr> </tbody> </table></div>",,,,,,,[loc_trt_num]<>'',,,,,,
a4a_tabhead,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; background-color: #3598db; border-color: white; border-style: solid;"" border=""2px""> <tbody> <tr> <td style=""width: 20%; text-align: center; border: 2px solid white;""><span style=""color: #ffffff;"">Primary Drug Target</span><br /><span style=""color: #ffffff;"">(select all that apply)</span></td> <td style=""width: 15%; border: 2px solid white; text-align: center;""><span style=""color: #ffffff;"">Specific treatment</span><br /><span style=""color: #ffffff;"">and/or trial</span></td> <td style=""width: 15%; text-align: center; border: 2px solid white;""><span style=""color: #ffffff;"">Start date</span><br /><span style=""color: #ffffff;"">(month/year)</span></td> <td style=""width: 15%; text-align: center; border: 2px solid white;""> <p style=""text-align: center;""><span style=""color: #ffffff;"">End date</span><br /><span style=""color: #ffffff;"">(month/year)</span></p> <p><em><span style=""color: #ffffff;"">(88/8888=ongoing)</span></em></p> </td> <td style=""width: 22%; border: 2px solid white; text-align: center;""><span style=""color: #ffffff;"">How was the</span><br /><span style=""color: #ffffff;"">treatment</span><br /><span style=""color: #ffffff;"">provided?</span></td> <td style=""width: 20%; text-align: center; border: 2px solid white;""><span style=""color: #ffffff;"">If clinical trial, in which group was the participant?</span></td> </tr> </tbody> </table></div>",,,,,,,[loc_trt_num]<>'',,,,,,
a4a_section2a,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.8551%; height: 117.8px;"" border=""1""> <tbody> <tr style=""background-color: #c2e0f4;""> <td style=""width: 100.002%;"" colspan=""6""> <p>Treatment and/or Trial (1)</p> </td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 15.4175%; height: 66.4px;""> <p>{loc_tgt1:icons}</p> <p>{targetotx1}</p> </td> <td style=""width: 16.5491%; height: 66.4px;""> <p>{trttrial1:icons}</p> <p>NCT- <br />{nctnum1:icons}</p> </td> <td style=""width: 17.8221%; height: 66.4px;""> <p>{startmo1:icons} /</p> <p>{startyear1:icons}</p> </td> <td style=""width: 16.832%; height: 66.4px;""> <p>{endmo1:icons} /</p> <p>{endyear1:icons}</p> </td> <td style=""width: 17.1148%; height: 66.4px;""> <p>{caretrial1:icons}</p> </td> <td style=""width: 16.2662%;""> <p>{trialgrp1:icons}</p> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[loc_trt_num]<>'',,,,,,
loc_tgt1,a4a_adrd_specific_treatments,,checkbox,"2a1a-2a1e  Primary Drug Target","ab1, Amyloid beta | tau1, Tau | inf1, Inflammation | syn1, Synaptic plasticity / neuroprotection | oth1, Other target(s)",,,,,,[trtbiomark]='1',,,,,,
targetab1,a4a_adrd_specific_treatments,,text,"2a1a. Primary Drug Target - Amyloid Beta (1)",,,,,,,,,RH,,,," @CALCTEXT(if([loc_tgt1(ab1)]='1','1','')) @HIDDEN"
targettau1,a4a_adrd_specific_treatments,,text,"2a1b. Primary Drug Target - Tau (1)",,,,,,,,,RH,,,," @CALCTEXT(if([loc_tgt1(tau1)]='1','1','')) @HIDDEN"
targetinf1,a4a_adrd_specific_treatments,,text,"2a1c. Primary Drug Target - Inflammation (1)",,,,,,,,,RH,,,," @CALCTEXT(if([loc_tgt1(inf1)]='1','1','')) @HIDDEN"
targetsyn1,a4a_adrd_specific_treatments,,text,"2a1d. Primary Drug Target - Synaptic plasticity / neuroprotection (1)",,,,,,,,,RH,,,," @CALCTEXT(if([loc_tgt1(syn1)]='1','1','')) @HIDDEN"
targetoth1,a4a_adrd_specific_treatments,,text,"2a1e. Primary Drug Target - Other target(s) (1)",,,,,,,,,RH,,,," @CALCTEXT(if([loc_tgt1(oth1)]='1','1','')) @HIDDEN"
targetotx1,a4a_adrd_specific_treatments,,text,"2a1e1. Primary Drug Target - Other target(s), specify (1)",,,,,,,[loc_tgt1(oth1)]='1',y,RH,,,," @PLACEHOLDER='target'"
trttrial1,a4a_adrd_specific_treatments,,text,"2a2. Specific treatment and/or trial (1)",,,,,,,[trtbiomark]='1',,RH,,,,
nctnum1,a4a_adrd_specific_treatments,,text,"2a2b. Specific treatment and/or trial - NCT identifier (1)",,,,,,,[trtbiomark]='1',,,,,,
loc_trtnum_missing,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">A trial or NCT number is required. Please enter that information.</td> </tr> </tbody> </table></div>",,,,,,,"[trttrial1]='' and [nctnum1]='' and [endyear1]<>''",,,,,,
startmo1,a4a_adrd_specific_treatments,,text,"2a3a. Start date (month) (1)",,,integer,1,12,,[trtbiomark]='1',y,,,,," @FORCE-MINMAX"
startyear1,a4a_adrd_specific_treatments,,text,"2a3b. Start date (year) (1)",,,integer,1990,[loc_currentyr],,[trtbiomark]='1',y,,,,," @FORCE-MINMAX"
endmo1,a4a_adrd_specific_treatments,,text,"2a4a. End date (month) (1)",,,integer,1,88,,[trtbiomark]='1',y,,,,," @FORCE-MINMAX"
endyear1,a4a_adrd_specific_treatments,,text,"2a4b. End date (year) (1)",,,integer,1990,8888,,[trtbiomark]='1',y,,,,," @FORCE-MINMAX"
loc_startyr_invalid_1,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The start year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([startyear1]<>'' and [startyear1]<>'8888') and ([startyear1]<>'' and [startyear1]>[loc_currentyr])",,,,,,
loc_endyr_invalid_1,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([endyear1]<>'' and [endyear1]<>'8888') and ([endyear1]<>'' and [endyear1]>[loc_currentyr])",,,,,,
loc_startyr_higher,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year must the same or higher than the start year. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"[endyear1]<>'' and ([startyear1]>[endyear1])",,,,,,
caretrial1,a4a_adrd_specific_treatments,,radio,"2a5. How was the treatment provided? (1)","1, Clinical care|2, Clinical trial|3, Clinical care and clinical trial",,,,,,[trtbiomark]='1',y,,,,,
trialgrp1,a4a_adrd_specific_treatments,,radio,"2a6. If clinical trial, in which group was the participant? (1)","1, Active treatment|2, Placebo|9, Unknown",,,,,,[trtbiomark]='1',y,,,,,
a4a_section2b,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.8551%; height: 117.8px;"" border=""1""> <tbody> <tr style=""background-color: #c2e0f4;""> <td style=""width: 100.002%;"" colspan=""6"">Treatment and/or Trial (2)</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 15.4175%; height: 66.4px;""> <p>{loc_tgt2:icons}</p> <p>{targetotx2}</p> </td> <td style=""width: 16.5491%; height: 66.4px;""> <p>{trttrial2:icons}</p> <p>NCT-{nctnum2:icons}</p> </td> <td style=""width: 17.8221%; height: 66.4px;""> <p>{startmo2:icons} /</p> <p>{startyear2:icons}</p> </td> <td style=""width: 16.832%; height: 66.4px;""> <p>{endmo2:icons} /</p> <p>{endyear2:icons}</p> </td> <td style=""width: 17.1148%; height: 66.4px;""> <p>{caretrial2:icons}</p> </td> <td style=""width: 16.2662%;""> <p>{trialgrp2:icons}</p> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[loc_trt_num]>1,,,,,,
loc_tgt2,a4a_adrd_specific_treatments,,checkbox,"2b1a-2b1e  Primary Drug Target","ab2, Amyloid beta|tau2, Tau|inf2, Inflammation|syn2, Synaptic plasticity / neuroprotection|oth2, Other target(s)",,,,,,[loc_trt_num]>1,,,,,,
targetab2,a4a_adrd_specific_treatments,,text,"2b1a. Primary Drug Target - Amyloid Beta (2)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt2(ab2)]='1', '1','')) @HIDDEN"
targettau2,a4a_adrd_specific_treatments,,text,"2b1b. Primary Drug Target - Tau (2)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt2(tau2)]='1', '1','')) @HIDDEN"
targetinf2,a4a_adrd_specific_treatments,,text,"2b1c. Primary Drug Target - Inflammation (2)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt2(inf2)]='1', '1','')) @HIDDEN"
targetsyn2,a4a_adrd_specific_treatments,,text,"2b1d. Primary Drug Target - Synaptic plasticity/neuroprotection (2)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt2(syn2)]='1', '1','')) @HIDDEN"
targetoth2,a4a_adrd_specific_treatments,,text,"2b1e. Primary Drug Target - Other target(s) (2)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt2(oth2)]='1', '1','')) @HIDDEN"
targetotx2,a4a_adrd_specific_treatments,,text,"2b1e1. Primary Drug Target - Other target(s), specify (2)",,,,,,,[loc_tgt2(oth2)]='1',y,,,,," @PLACEHOLDER='target'"
trttrial2,a4a_adrd_specific_treatments,,text,"2b2. Specific treatment and/or trial (2)",,,,,,,[loc_trt_num]>1,,,,,,
nctnum2,a4a_adrd_specific_treatments,,text,"2b2b. Specific treatment and/or trial - NCT identifier (2)",,,,,,,[loc_trt_num]>1,,,,,,
loc_trtnum_missing_2,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">A trial or NCT number is required. Please enter that information.</td> </tr> </tbody> </table></div>",,,,,,,"[trttrial2]='' and [nctnum2]='' and [endyear2]<>''",,,,,,
startmo2,a4a_adrd_specific_treatments,,text,"2b3a. Start date (month) (2)",,,integer,1,12,,[loc_trt_num]>1,,,,,," @FORCE-MINMAX"
startyear2,a4a_adrd_specific_treatments,,text,"2b3b. Start date (year) (2)",,,integer,1990,[loc_currentyr],,[loc_trt_num]>1,,,,,," @FORCE-MINMAX"
endmo2,a4a_adrd_specific_treatments,,text,"2b4a. End date (month) (2)",,,integer,1,88,,[loc_trt_num]>1,,,,,," @FORCE-MINMAX"
endyear2,a4a_adrd_specific_treatments,,text,"2b4b. End date (year) (2)",,,integer,1990,8888,,[loc_trt_num]>1,y,,,,," @FORCE-MINMAX"
loc_startyr_invalid_2,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The start year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([startyear2]<>'' and [startyear2]<>'8888') and ([startyear2]<>'' and [startyear2]>[loc_currentyr])",,,,,,
loc_endyr_invalid_2,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([endyear2]<>'' and [endyear2]<>'8888') and ([endyear2]<>'' and [endyear2]>[loc_currentyr])",,,,,,
loc_startyr_higher_2,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year must the same or higher than the start year. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"[endyear2]<>'' and ([startyear2]>[endyear2])",,,,,,
caretrial2,a4a_adrd_specific_treatments,,radio,"2b5. How was the treatment provided? (2)","1, Clinical care|2, Clinical trial|3, Clinical care and clinical trial",,,,,,[loc_trt_num]>1,,,,,,
trialgrp2,a4a_adrd_specific_treatments,,radio,"2b6. If clinical trial, in which group was the participant? (2)","1, Active treatment|2, Placebo|9, Unknown",,,,,,[loc_trt_num]>1,,,,,,
a4a_section2c,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.8551%; height: 117.8px;"" border=""1""> <tbody> <tr style=""background-color: #c2e0f4;""> <td style=""width: 100.002%;"" colspan=""6"">Treatment and/or Trial (3)</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 15.4175%; height: 66.4px;""> <p>{loc_tgt3:icons}</p> <p>{targetotx3}</p> </td> <td style=""width: 16.5491%; height: 66.4px;""> <p>{trttrial3:icons}</p> <p>NCT-{nctnum3:icons}</p> </td> <td style=""width: 17.8221%; height: 66.4px;""> <p>{startmo3:icons} /</p> <p>{startyear3:icons}</p> </td> <td style=""width: 16.832%; height: 66.4px;""> <p>{endmo3:icons} /</p> <p>{endyear3:icons}</p> </td> <td style=""width: 17.1148%; height: 66.4px;""> <p>{caretrial3:icons}</p> </td> <td style=""width: 16.2662%;""> <p>{trialgrp3:icons}</p> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[loc_trt_num]>2,,,,,,
loc_tgt3,a4a_adrd_specific_treatments,,checkbox,"2c1a-2c1e  Primary Drug Target (3)","ab3, Amyloid beta | tau3, Tau | inf3, Inflammation | syn3, Synaptic plasticity / neuroprotection | oth3, Other target(s)",,,,,,[loc_trt_num]>2,,,,,,
targetab3,a4a_adrd_specific_treatments,,text,"2c1a. Primary Drug Target - Amyloid Beta (3)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt3(ab3)]='1', '1','')) @HIDDEN"
targettau3,a4a_adrd_specific_treatments,,text,"2c1b. Primary Drug Target - Tau (3)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt3(tau3)]='1', '1','')) @HIDDEN"
targetinf3,a4a_adrd_specific_treatments,,text,"2c1c. Primary Drug Target - Inflammation (3)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt3(inf3)]='1', '1','')) @HIDDEN"
targetsyn3,a4a_adrd_specific_treatments,,text,"2c1d. Primary Drug Target - Synaptic plasticity/neuroprotection (3)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt3(syn3)]='1', '1','')) @HIDDEN"
targetoth3,a4a_adrd_specific_treatments,,text,"2c1e. Primary Drug Target - Other target(s) (3)",,,,,,,,,,,,," @CALCTEXT(if([loc_tgt3(oth3)]='1', '1','')) @HIDDEN"
targetotx3,a4a_adrd_specific_treatments,,text,"2c1e1. Primary Drug Target - Other target(s), specify (3)",,,,,,,[loc_tgt3(oth3)]='1',,,,,," @PLACEHOLDER='target'"
trttrial3,a4a_adrd_specific_treatments,,text,"2c2. Specific treatment and/or trial (3)",,,,,,,[loc_trt_num]>2,,,,,,
nctnum3,a4a_adrd_specific_treatments,,text,"2c2b. Specific treatment and/or trial - NCT identifier (3)",,,,,,,[loc_trt_num]>2,,,,,,
loc_trtnum_missing_3,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">A trial or NCT number is required. Please enter that information.</td> </tr> </tbody> </table></div>",,,,,,,"[trttrial3]='' and [nctnum3]='' and [endyear3]<>''",,,,,,
startmo3,a4a_adrd_specific_treatments,,text,"2c3a. Start date (month) (3)",,,integer,1,12,,[loc_trt_num]>2,,,,,," @FORCE-MINMAX"
startyear3,a4a_adrd_specific_treatments,,text,"2c3b. Start date (year) (3)",,,integer,1990,[loc_currentyr],,[loc_trt_num]>2,y,,,,," @FORCE-MINMAX"
endmo3,a4a_adrd_specific_treatments,,text,"2c4a. End date (month) (3)",,,integer,1,88,,[loc_trt_num]>2,y,,,,," @FORCE-MINMAX"
endyear3,a4a_adrd_specific_treatments,,text,"2c4b. End date (year) (3)",,,integer,1990,8888,,[loc_trt_num]>2,y,,,,," @FORCE-MINMAX"
loc_startyr_invalid_3,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The start year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([startyear3]<>'' and [startyear3]<>'8888') and ([startyear3]<>'' and [startyear3]>[loc_currentyr])",,,,,,
loc_endyr_invalid_3,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #f8cac6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year you entered is not within the approved range. It must be either '8888' or between 1990 and [loc_currentyr]. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"([endyear3]<>'' and [endyear3]<>'8888') and ([endyear3]<>'' and [endyear3]>[loc_currentyr])",,,,,,
loc_startyr_higher_3,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #F8CAC6; border-color: #E03E2D;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;"">The end year must the same or higher than the start year. Please edit your response.</td> </tr> </tbody> </table></div>",,,,,,,"[endyear3]<>'' and ([startyear3]>[endyear3])",,,,,,
caretrial3,a4a_adrd_specific_treatments,,radio,"2c5. How was the treatment provided? (3)","1, Clinical care|2, Clinical trial|3, Clinical care and clinical trial",,,,,,[loc_trt_num]>2,y,,,,,
trialgrp3,a4a_adrd_specific_treatments,,radio,"2c6. If clinical trial, in which group was the participant? (3)","1, Active treatment|2, Placebo|9, Unknown",,,,,,[loc_trt_num]>2,y,,,,,
a4a_section2d,a4a_adrd_specific_treatments,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.8551%; height: 117.8px;"" border=""1""> <tbody> <tr style=""background-color: #c2e0f4;""> <td style=""width: 100.002%;"" colspan=""6"">Treatment and/or Trial (4)</td> </tr> <tr style=""height: 66.4px;""> <td style=""width: 15.4175%; height: 66.4px;""> <p>{loc_tgt4:icons}</p> <p>{targetotx4}</p> </td> <td style=""width: 16.5491%; height: 66.4px;""> <p>{trttrial4:icons}</p> <p>NCT-{nctnum4:icons}</p> </td> <td style=""width: 17.8221%; height: 66.4px;""> <p>{startmo4:icons} /</p> <p>{startyear4:icons}</p> </td> <td style=""width: 16.832%; height: 66.4px;""> <p>{endmo4:icons} /</p> <p>{endyear4:icons}</p> </td> <td style=""width: 17.1148%; height: 66.4px;""> <p>{caretrial4:icons}</p> </td> <td style=""width: 16.2662%;""> <p>{trialgrp4:icons}</p> </td> </tr> </tbody> </table> <p> </p></div>",,,,,,,[loc_trt_num]>3,,,,,,
