"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dropact_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">2. Have you dropped many of your activities and interests?</span></p></div>","if([dropact] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
empty,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">3. Do you feel that your life is empty?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
empty_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">3. Do you feel that your life is empty?</span></p></div>","if([empty] = 9, 0, [empty])",,,,,,,,RH,,,," @HIDDEN"
empty_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">3. Do you feel that your life is empty?</span></p></div>","if([empty] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
bored,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4. Do you often get bored?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
bored_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4. Do you often get bored?</span></p></div>","if([bored] = 9, 0, [bored])",,,,,,,,RH,,,," @HIDDEN"
bored_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4. Do you often get bored?</span></p></div>","if([bored] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
spirits,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5. Are you in good spirits most of the time?</span></p></div>","0, Yes | 1, No | 9, Did not answer",,,,,,,y,RH,,,,
spirits_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5. Are you in good spirits most of the time?</span></p></div>","if([spirits] = 9, 0, [spirits])",,,,,,,,RH,,,," @HIDDEN"
spirits_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5. Are you in good spirits most of the time?</span></p></div>","if([spirits] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
afraid,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6. Are you afraid that something bad is going to happen to you?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
afraid_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6. Are you afraid that something bad is going to happen to you?</span></p></div>","if([afraid] = 9, 0, [afraid])",,,,,,,,RH,,,," @HIDDEN"
afraid_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6. Are you afraid that something bad is going to happen to you?</span></p></div>","if([afraid] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
happy,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">7. Do you feel happy most of the time?</span></p></div>","0, Yes | 1, No | 9, Did not answer",,,,,,,y,RH,,,,
happy_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">7. Do you feel happy most of the time?</span></p></div>","if([happy] = 9, 0, [happy])",,,,,,,,RH,,,," @HIDDEN"
happy_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">7. Do you feel happy most of the time?</span></p></div>","if([happy] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
helpless,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">8. Do you often feel helpless?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
helpless_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">8. Do you often feel helpless?</span></p></div>","if([helpless] = 9, 0, [helpless])",,,,,,,,RH,,,," @HIDDEN"
helpless_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">8. Do you often feel helpless?</span></p></div>","if([helpless] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
stayhome,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">9. Do you prefer to stay at home, rather than going out and doing new things?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
stayhome_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">9. Do you prefer to stay at home, rather than going out and doing new things?</span></p></div>","if([stayhome] = 9, 0, [stayhome])",,,,,,,,RH,,,," @HIDDEN"
stayhome_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">9. Do you prefer to stay at home, rather than going out and doing new things?</span></p></div>","if([stayhome] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
memprob,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">10. Do you feel you have more problems with memory than most?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
memprob_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">10. Do you feel you have more problems with memory than most?</span></p></div>","if([memprob] = 9, 0, [memprob])",,,,,,,,RH,,,," @HIDDEN"
memprob_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">10. Do you feel you have more problems with memory than most?</span></p></div>","if([memprob] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
wondrful,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">11. Do you think it is wonderful to be alive now?</span></p></div>","0, Yes | 1, No | 9, Did not answer",,,,,,,y,RH,,,,
wondrful_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">11. Do you think it is wonderful to be alive now?</span></p></div>","if([wondrful] = 9, 0, [wondrful])",,,,,,,,RH,,,," @HIDDEN"
wondrful_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">11. Do you think it is wonderful to be alive now?</span></p></div>","if([wondrful] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
wrthless,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">12. Do you feel pretty worthless the way you are now?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
wrthless_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">12. Do you feel pretty worthless the way you are now?</span></p></div>","if([wrthless] = 9, 0, [wrthless])",,,,,,,,RH,,,," @HIDDEN"
wrthless_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">12. Do you feel pretty worthless the way you are now?</span></p></div>","if([wrthless] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
energy,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">13. Do you feel full of energy?</span></p></div>","0, Yes | 1, No | 9, Did not answer",,,,,,,y,RH,,,,
energy_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">13. Do you feel full of energy?</span></p></div>","if([energy] = 9, 0, [energy])",,,,,,,,RH,,,," @HIDDEN"
energy_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">13. Do you feel full of energy?</span></p></div>","if([energy] = 9 ,1, 0)",,,,,,,,RH,,,," @HIDDEN"
hopeless,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">14. Do you feel that your situation is hopeless?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
hopeless_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">14. Do you feel that your situation is hopeless?</span></p></div>","if([hopeless] = 9, 0, [hopeless])",,,,,,,,RH,,,," @HIDDEN"
hopeless_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">14. Do you feel that your situation is hopeless?</span></p></div>","if([hopeless] = 9 ,1, 0)",,,,,,,,RH,,,," @HIDDEN"
better,b6_geriatric_depression_scale,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">15. Do you think that most people are better off than you are?</span></p></div>","1, Yes | 0, No | 9, Did not answer",,,,,,,y,RH,,,,
better_2,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">15. Do you think that most people are better off than you are?</span></p></div>","if([better] = 9, 0, [better])",,,,,,,,RH,,,," @HIDDEN"
better_phantom,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">15. Do you think that most people are better off than you are?</span></p></div>","if([better] = 9, 1, 0)",,,,,,,,RH,,,," @HIDDEN"
gds,b6_geriatric_depression_scale,,calc,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">16. </span>Sum all checked answers for a Total GDS Score </p></div>","if([nogds] = 1, 88, if(sum([satis_phantom], [dropact_phantom], [empty_phantom], [bored_phantom], [spirits_phantom], [afraid_phantom], [happy_phantom], [helpless_phantom], [stayhome_phantom], [memprob_phantom], [wondrful_phantom], [wrthless_phantom], [energy_phantom], [hopeless_phantom], [better_phantom]) >= 4, 88, sum([satis_2], [dropact_2], [empty_2], [bored_2], [spirits_2], [afraid_2], [happy_2], [helpless_2], [stayhome_2], [memprob_2], [wondrful_2], [wrthless_2], [energy_2], [hopeless_2], [better_2])))","<i>(max score=15; did not complete=88)</i>",,,,,,y,RH,,,,
nogds_warning,b6_geriatric_depression_scale,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Warning! The GDS total for this individual is 88, but the participant is still indicated as ""Able to complete the GDS"". Please change that response to ""Not able to complete the GDS"" before saving and exiting!</span></p></div>",,,,,,,"[gds] = 88 AND [nogds] = 0",,,,,,
b6_reference1,b6_geriatric_depression_scale,,descriptive,"<div class=""rich-text-field-label""><hr /> <p><span style=""font-weight: normal;""><sup>1</sup> Sheikh JI, Yesavage JA. Geriatric Depression Scale (GDS): Recent evidence and development of a shorter version. Clinical Gerontology: A Guide to Assessment and Intervention 165-173, NY: The Haworth Press, 1986. Reproduced by permission of the publisher.</span></p></div>",,,,,,,,,,,,,
b6_footer,b6_geriatric_depression_scale,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #3598db;"">NATIONAL ALZHEIMER'S COORDINATING CENTER | (206) 543-8637 | fax: <strong>(206) 616-5927 |</strong>naccmail@uw.edu |</span> <span style=""text-decoration: underline;""><a href=""https://naccdata.org/"" target=""_blank"" rel=""noopener"">naccdata.org</a></span><br /><strong>UDS <span style=""font-weight: normal;"">(Version 4.0, Month Year)</span> <span style=""color: red;"">[instrument-label]</span></strong></p></div>",,,,,,,,,,,,,
