form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic,carry_forward
a1a,F,"9. If you have had financial problems that lasted twelve months or longer, how upsetting has it been to you?",FINUPSET,Always,"Integers 1-4, 8","1, No financial problems for twelve months or longer|2, Yes, financial problems for twelve months or longer, but not upsetting to me|3, Yes, financial problems for twelve months or longer, and somewhat upsetting to me|4, Yes, financial problems for twelve months or longer, and very upsetting to me|8, Prefer not to answer",Integer,,no
a1a,F,"10. At any time, did you ever eat less than you felt you should because there wasn't enough money to buy food?",EATLESS,Always,"Integers 0-1, 8","0, No|1, Yes|8, Prefer not to answer",Integer,,no
a1a,F,"11. In the last 12 months, did you ever eat less than you felt you should because there wasn't enough money to buy food?",EATLESSYR,Always,"Integers 0-1, 8","0, No|1, Yes|8, Prefer not to answer",Integer,,no
a1a,F,"12. At any time, have you ended up taking less medication than was prescribed for you because of the cost?",LESSMEDS,Always,"Integers 0-1, 8","0, No|1, Yes|8, Prefer not to answer",Integer,,no
a1a,F,"13. In the last 12 months, have you ended up taking less medication than was prescribed for you because of the cost?",LESSMEDSYR,Always,"Integers 0-1, 8","0, No|1, Yes|8, Prefer not to answer",Integer,,no
a1a,F,14. Where would you place yourself on this ladder compared to others in your community (or neighborhood)? Please mark the number where you would place yourself.,COMPCOMM,Always,"Integers 1-10, 88","88, Prefer not to answer|10, 10|9, 9|8, 8|7, 7|6, 6|5, 5|4, 4|3, 3|2, 2|1, 1",Integer,,no
a1a,F,15. What was your mother's (or primary person who raised you up until age 18) highest level of education completed at the time they were raising you?,GUARDEDU,Always,"Integers 1-6, 8, 9","1, Never attended school or only attended kindergarten|2, Grades 1 through 8 (elementary)|3, Grades 9 through 11 (some high school)|4, Grade 12 or GED (high school graduate)|5, College 1 year to 3 years (some college)|6, College 4 years or more (college graduate)|9, Prefer not to answer/Not applicable|9, Do not know",Integer,,no
a1a,F,16. I experience a general sense of emptiness,EMPTINESS,Always,"Integers 1-5, 8","1, Strongly disagree|2, Disagree|3, Neither disagree or agree|4, Agree|5, Strongly agree|8, Prefer not to answer",Integer,,no
a1a,F,17. I miss having people around,MISSPEOPLE,Always,"Integers 1-5, 8","1, Strongly disagree|2, Disagree|3, Neither disagree or agree|4, Agree|5, Strongly agree|8, Prefer not to answer",Integer,,no
a1a,F,18. I feel like I don't have enough friends,FRIENDS,Always,"Integers 1-5, 8","1, Strongly disagree|2, Disagree|3, Neither disagree or agree|4, Agree|5, Strongly agree|8, Prefer not to answer",Integer,,no
a1a,F,19. I often feel abandoned,ABANDONED,Always,"Integers 1-5, 8","1, Strongly disagree|2, Disagree|3, Neither disagree or agree|4, Agree|5, Strongly agree|8, Prefer not to answer",Integer,,no
a1a,F,20. I miss having a really close friend,CLOSEFRND,Always,"Integers 1-5, 8","1, Strongly disagree|2, Disagree|3, Neither disagree or agree|4, Agree|5, Strongly agree|8, Prefer not to answer",Integer,,no
a1a,F,"21. If your parents are still alive, how often do you have contact with them (including mother, father, mother-in-law, and father-in-law) either in person, by phone, mail, or email (e.g., any online interaction)?",PARENTCOMM,Always,"Integers 0-5, 8","0, Parents not living|1, Once a year or less|2, Several times a year|3, Several times a month|4, Several times a week|5, Everyday or almost everyday|8, Prefer not to answer",Integer,,no
a1a,F,"22. If you have children, how often do you have contact with your children (including child[ren]-in-law and stepchild[ren]) either in person, by phone, mail, or email (e.g., any online interaction)?",CHILDCOMM,Always,"Integers 0-5, 8","0, Do not have children|1, Once a year or less|2, Several times a year|3, Several times a month|4, Several times a week|5, Everyday or almost everyday|8, Prefer not to answer",Integer,,no
a1a,F,"23. How often do you have contact with close friends either in person, by phone, mail, or email (e.g., any online interaction)?",FRIENDCOMM,Always,"Integers 0-5, 8","0, Do not have close friends|1, Once a year or less|2, Several times a year|3, Several times a month|4, Several times a week|5, Everyday or almost everyday|8, Prefer not to answer",Integer,,no
a1a,F,"24. How often do you participate in activities outside the home (e.g., religious activities, educational activities, volunteer work,
paid work, or activities with groups or organizations)?",PARTICIPATE,Always,"Integers 0-5, 8","0, Do not participate in activities outside the home|1, Once a year or less|2, Several times a year|3, Several times a month|4, Several times a week|5, Everyday or almost everyday|8, Prefer not to answer",Integer,,no
a1a,F,25a. How safe do you feel in your home?,SAFEHOME,Always,"Integers 1-4, 8","1, Very safe|2, Mostly safe|3, Unsafe at times|4, Very unsafe|8, Prefer not to answer",Integer,,no
a1a,F,25b. How safe do you feel in your community (or neighborhood)?,SAFECOMM,Always,"Integers 1-4, 8","1, Very safe|2, Mostly safe|3, Unsafe at times|4, Very unsafe|8, Prefer not to answer",Integer,,no
a1a,F,"26. In the past year, how often did you delay seeking medical attention for a problem that was bothering you?",DELAYMED,Always,"Integers 1-5, 8","1, All of the time|2, Most of the time|3, Sometimes|4, None or almost none of the time|5, Not applicable|8, Prefer not to answer",Integer,,no
a1a,F,"27. In the past year, how often did you experience challenges in filling a prescription?",SCRIPTPROB,Always,"Integers 1-5, 8","1, All of the time|2, Most of the time|3, Sometimes|4, None or almost none of the time|5, Not applicable|8, Prefer not to answer",Integer,,no
a1a,F,"28. In the past year, how often did you miss a follow-up medical appointment that was scheduled?",MISSEDFUP,Always,"Integers 1-5, 8","1, All of the time|2, Most of the time|3, Sometimes|4, None or almost none of the time|5, Not applicable|8, Prefer not to answer",Integer,,no
a1a,F,"29. In the past year, how often did you follow a doctor's advice or treatment plan when it was given?",DOCADVICE,Always,"Integers 1-5, 8","1, All of the time|2, Most of the time|3, Sometimes|4, None or almost none of the time|5, Not applicable|8, Prefer not to answer",Integer,,no
a1a,F,"30. Overall, which of these describes your health insurance, access to healthcare services, and access to medications?",HEALTHACC,Always,"Integers 1-4, 8","1, Not available to any extent|2, Below the level of my needs|3, Able to meet my needs|4, Exceeds my needs|8, Prefer not to answer",Integer,,no
a1a,F,31. In your day-to-day life how often are you treated with less courtesy or respect than other people? ,LESSCOURT,Always,"Integers 1-6, 8","1, Almost every day|2, At least once a week|3, A few times a month|4, A few times a year|5, Less than once a year|6, Never|8, Prefer not to answer",Integer,,no
a1a,F,32. In your day-to-day life how often do you receive poorer service than other people at restaurants or stores?,POORSERV,Always,"Integers 1-6, 8","1, Almost every day|2, At least once a week|3, A few times a month|4, A few times a year|5, Less than once a year|6, Never|8, Prefer not to answer",Integer,,no
a1a,F,33. In your day-to-day life how often do people act as if they think you are not smart?,NOTSMART,Always,"Integers 1-6, 8","1, Almost every day|2, At least once a week|3, A few times a month|4, A few times a year|5, Less than once a year|6, Never|8, Prefer not to answer",Integer,,no
a1a,F,34. In your day-to-day life how often do people act as if they are afraid of you?,ACTAFRAID,Always,"Integers 1-6, 8","1, Almost every day|2, At least once a week|3, A few times a month|4, A few times a year|5, Less than once a year|6, Never|8, Prefer not to answer",Integer,,no
a1a,F,35. In your day-to-day life how often are you threatened or harassed?,THREATENED,Always,"Integers 1-6, 8","1, Almost every day|2, At least once a week|3, A few times a month|4, A few times a year|5, Less than once a year|6, Never|8, Prefer not to answer",Integer,,no
a1a,F,36. How frequently did you receive poorer service or treatment from doctors or in hospitals compared to other people?,POORMEDTRT,Always,"Integers 1-5, 8","1, All of the time|2, Most of the time|3, Sometimes|4, None or almost none of the time|5, Not applicable|8, Prefer not to answer",Integer,,no
a1a,F,37a1. Main reason--Your Ancestry or National Origins,EXPANCEST,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a2. Main reason--Your gender,EXPGENDER,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a3. Main reason--Your race,EXPRACE,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a4. Main reason--Your age,EXPAGE,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a5. Main reason--Your religion,EXPRELIG,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a6. Main reason--Your height,EXPHEIGHT,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a7. Main reason--Your weight,EXPWEIGHT,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a8. Main reason--Some other aspect of your physical appearance,EXPAPPEAR,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a9. Main reason--Your sexual orientation,EXPSEXORN,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a10. Main reason--Your education or income level,EXPEDUCINC,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a11. Main reason--A physical disability,EXPDISAB,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a12. Main reason--Your shade of skin color,EXPSKIN,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a13. Main reason -- Other,EXPOTHER,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a14. Main reason -- not applicable - I do not have these experiences in my day to day life,EXPNOTAPP,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,37a15. Main reason--Prefer not to answer,EXPNOANS,Conditional,Integer 1 or blank,,Integer,,no
a1a,F,"38. When you have had day-to-day experiences like those in questions 31 to 36, would you say they have been very stressful, moderately stressful, or not stressful? ",EXPSTRS,Conditional,"Integers 1-3, 8-9","1, Very stressful|2, Moderately stressful|3, Not stressful|9, Don't know|8, Prefer not to answer",Integer,[expancest] = '1' or [expgender] = '1' or [exprace] = '1' or [expage] = '1' or [exprelig] = '1' or [expheight] = '1' or [expweight] = '1' or [expappear] = '1' or [expsexorn] = '1' or [expeducinc] = '1' or [expdisab] = '1' or [expskin] = '1' or [expother] = '1',no
