error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
b2l-lbd3.1ivp-c-022,22,Error,b2l,IL,LBUDHYGN,Conformity,LBUDHYGN conforms,"LBUDHYGN must be an integer between 0-4, 8, or 9","Q7. LBUDHYGN (hygiene) must be an integer between 0-4, 8, or 9",IF LBUDHYGN < 0 or (LBUDHYGN  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-023,23,Error,b2l,IL,LBUDTURN,Missingness,LBUDTURN must be present,LBUDTURN cannot be blank,Q8. LBUDTURN (Turning in bed and adjusting bedclothes) cannot be blank,IF LBUDTURN =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-024,24,Error,b2l,IL,LBUDTURN,Conformity,LBUDTURN conforms,"LBUDTURN must be an integer between 0-4, 8, or 9","Q8. LBUDTURN (Turning in bed and adjusting bedclothes) must be an integer between 0-4, 8, or 9",IF LBUDTURN < 0 or (LBUDTURN  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-025,25,Error,b2l,IL,LBUDFALL,Missingness,LBUDFALL must be present,LBUDFALL cannot be blank,Q9. LBUDFALL (Falling (unrelated to freezing)) cannot be blank,IF LBUDFALL =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-026,26,Error,b2l,IL,LBUDFALL,Conformity,LBUDFALL conforms,"LBUDFALL must be an integer between 0-4, 8, or 9","Q9. LBUDFALL (Falling (unrelated to freezing)) must be an integer between 0-4, 8, or 9",IF LBUDFALL < 0 or (LBUDFALL  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-027,27,Error,b2l,IL,LBUDFRZ,Missingness,LBUDFRZ must be present,LBUDFRZ cannot be blank,Q10. LBUDFRZ (Freezing when walking) cannot be blank,IF LBUDFRZ =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-028,28,Error,b2l,IL,LBUDFRZ,Conformity,LBUDFRZ conforms,"LBUDFRZ must be an integer between 0-4, 8, or 9","Q10. LBUDFRZ (Freezing when walking) must be an integer between 0-4, 8, or 9",IF LBUDFRZ < 0 or (LBUDFRZ  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-029,29,Error,b2l,IL,LBUDWALK,Missingness,LBUDWALK must be present,LBUDWALK cannot be blank,Q11. LBUDWALK (Walking) cannot be blank,IF LBUDWALK =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-030,30,Error,b2l,IL,LBUDWALK,Conformity,LBUDWALK conforms,"LBUDWALK must be an integer between 0-4, 8, or 9","Q11. LBUDWALK (Walking) must be an integer between 0-4, 8, or 9",IF LBUDWALK < 0 or (LBUDWALK  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-031,31,Error,b2l,IL,LBUDTREM,Missingness,LBUDTREM must be present,LBUDTREM cannot be blank,Q12. LBUDTREM (Tremor) cannot be blank,IF LBUDTREM =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-032,32,Error,b2l,IL,LBUDTREM,Conformity,LBUDTREM conforms,"LBUDTREM must be an integer between 0-4, 8, or 9","Q12. LBUDTREM (Tremor) must be an integer between 0-4, 8, or 9",IF LBUDTREM < 0 or (LBUDTREM  > 4 and ne 8 or 9),,,Yes,Yes,
b2l-lbd3.1ivp-m-033,33,Error,b2l,IL,LBUDSENS,Missingness,LBUDSENS must be present,LBUDSENS cannot be blank,Q13. LBUDSENS (Sensory complaints related to parkinsonism) cannot be blank,IF LBUDSENS =blank,,,Yes,Yes,
b2l-lbd3.1ivp-c-034,34,Error,b2l,IL,LBUDSENS,Conformity,LBUDSENS conforms,"LBUDSENS must be an integer between 0-4, 8, or 9","Q13. LBUDSENS (Sensory complaints related to parkinsonism) must be an integer between 0-4, 8, or 9",IF LBUDSENS < 0 or (LBUDSENS  > 4 and ne 8 or 9),,,Yes,Yes,
