"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dsfract,form_a1d_participant_health_history,,radio,"Musculoskeletal conditions - fractures in the past five years","0, No | 1, Yes {dsfractx} | 9, Unknown",,,,,,,y,,18,,,
dsfractx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsfract] = ""1""",y,,18a,,," @PLACEHOLDER='Specify'"
dshypoth,form_a1d_participant_health_history,,radio,"Endocrine/metabolic conditions - hypothyroidism","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,19,,,
dshashim,form_a1d_participant_health_history,,radio,"Endocrine/metabolic conditions - Hashimoto's thyroiditis","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,20,,,
dshyper,form_a1d_participant_health_history,,radio,"Endocrine/metabolic conditions - hyperthyroidism","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,21,,,
dsthymed,form_a1d_participant_health_history,,radio,"Endocrine/metabolic conditions - currently on thyroid replacement medication","0, No | 1, Yes {dsthymex} | 9, Unknown",,,,,,,y,,22,,,
dsthymex,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsthymed] = '1'",y,,22a,,," @PLACEHOLDER='Specify'"
dsvddef,form_a1d_participant_health_history,,radio,"Endocrine/metabolic conditions - vitamin D deficiency","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,23,,,
dsmenstr,form_a1d_participant_health_history,,radio,"Menstrual history - has the participant ever menstruated?","0, No | 1, Yes, active | 2, Yes, menopausal | 9, Unknown/not applicable",,,,,,,y,,24,,,
dsmnsage,form_a1d_participant_health_history,,text,"Menstrual history - age of onset of menses",,"8-20; 888=not applicable, 999=unknown",integer,8,999,,,y,,25,,,
dsmnsage_warning,form_a1d_participant_health_history,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Invalid age - must be between 8 and 20. Enter 888 if not applicable or 999 if unknown.</span></p></div>",,,,,,,"[dsmnsage] <8 or ([dsmnsage] >20 and [dsmnsage] != 888 and [dsmnsage] != 999)",,,,,,
dsmnpage,form_a1d_participant_health_history,,text,"Menstrual history - age of onset of menopause",,"20-65; 888=not applicable, 999=unknown",integer,20,999,,,y,,26,,,
dsmnpage_warning,form_a1d_participant_health_history,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Invalid age - must be between 20 and 65. Enter 888 if not applicable or 999 if unknown.</span></p></div>",,,,,,,"[dsmnpage] <20 or ([dsmnpage] >65 and [dsmnpage] != 888 and [dsmnpage] != 999)",,,,,,
dshrt,form_a1d_participant_health_history,,radio,"Hormone replacement therapy - has the participant received HRT?","0, No | 1, Yes | 9, Unknown",,,,,,,y,,27,,,
dsagehrt,form_a1d_participant_health_history,,text,"Hormone replacement therapy - at what age did HRT begin?",,"0-110; 888=not applicable, 999=unknown",integer,0,999,,,y,,28,,,
dsagehrt_warning,form_a1d_participant_health_history,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Invalid age - must be between 0 and 110. Enter 888 if not applicable or 999 if unknown.</span></p></div>",,,,,,,"[dsagehrt] <0 or ([dsagehrt] >110 and [dsagehrt] != 888 and [dsagehrt] != 999)",,,,,,
dsyrshrt,form_a1d_participant_health_history,,radio,"Hormone replacement therapy - how many years has the participant been on HRT?","1, 1-3 years | 2, 4-6 years | 3, >6 years | 9, Unknown/not applicable",,,,,,,y,,29,,,
dsceliac,form_a1d_participant_health_history,,radio,"Gastrointestinal conditions - celiac disease","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,30,,,
dsaniron,form_a1d_participant_health_history,,radio,"Hematopoietic/lymphatic disease - anemia with iron deficiency","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,31,,,
dsanfol,form_a1d_participant_health_history,,radio,"Hematopoietic/lymphatic disease - anemia with folate deficiency","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,32,,,
dslupus,form_a1d_participant_health_history,,radio,"Autoimmune conditions - lupus","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,33,,,
dsntrpn,form_a1d_participant_health_history,,radio,"Autoimmune conditions - chronic neutropenia","0, Absent | 1, Recent/active | 2, Remote/inactive | 9, Unknown",,,,,,,y,,34,,,
dstumor,form_a1d_participant_health_history,,radio,"Cancer - solid tumor","0, No | 1, Yes {dstumorx} | 9, Unknown",,,,,,,y,,35,,,
dstumorx,form_a1d_participant_health_history,,text,"Specify primary site",,,,,,,"[dstumor] = '1'",y,,35a,,," @PLACEHOLDER='specify primary site'"
dsleukem,form_a1d_participant_health_history,,radio,"Cancer - leukemia","0, No | 1, Yes, childhood transient myeloproliferative disorder | 2, Yes, childhood leukemia | 3, Yes, adult onset leukemia | 9, Unknown",,,,,,,y,,36,,,
dshrtrpr,form_a1d_participant_health_history,,radio,"Major surgical procedures - congenital heart-defect repair","0, No | 1, Yes {dshrtrpx} | 9, Unknown",,,,,,,y,,37,,,
dshrtrpx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dshrtrpr] = '1'",y,,37.1,,," @PLACEHOLDER='Specify'"
dshrtryr,form_a1d_participant_health_history,,text,"Year of most recent congenital heart-defect repair",,9999=unknown,integer,1900,9999,,"[dshrtrpr] = '1'",y,,37a,,,
dscrdsrg,form_a1d_participant_health_history,,radio,"Major surgical procedures - adult cardiac surgery","0, No | 1, Yes {dscrdsrx} | 9, Unknown",,,,,,,y,,38,,,
dscrdsrx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dscrdsrg] = '1'",y,,38.1,,," @PLACEHOLDER='Specify'"
dscrdsyr,form_a1d_participant_health_history,,text,"Year of most recent adult cardiac surgery",,9999=unknown,integer,1900,9999,,"[dscrdsrg] = '1'",y,,38a,,,
dsspin,form_a1d_participant_health_history,,radio,"Major surgical procedures - spinal surgery","0, No | 1, Yes {dsspinx} | 9, Unknown",,,,,,,y,,39,,,
dsspinx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsspin] = '1'",y,,39.1,,," @PLACEHOLDER='Specify'"
dsspinyr,form_a1d_participant_health_history,,text,"Year of most recent spinal surgery",,9999=unknown,integer,1900,9999,,"[dsspin] = '1'",y,,39a,,,
dslworth,form_a1d_participant_health_history,,radio,"Major surgical procedures - lower-extremity orthopedic surgery","0, No | 1, Yes {dslwortx} | 9, Unknown",,,,,,,y,,40,,,
dslwortx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dslworth] = '1'",y,,40.1,,," @PLACEHOLDER='Specify'"
dslworyr,form_a1d_participant_health_history,,text,"Year of most recent lower-extremity orthopedic surgery",,9999=unknown,integer,1900,9999,,"[dslworth] = '1'",y,,40a,,,
dsuporth,form_a1d_participant_health_history,,radio,"Major surgical procedures - upper-extremity orthopedic surgery","0, No | 1, Yes {dsuportx} | 9, Unknown",,,,,,,y,,41,,,
dsuportx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsuporth] = '1'",y,,41.1,,," @PLACEHOLDER='Specify'"
dsuporyr,form_a1d_participant_health_history,,text,"Year of most recent upper-extremity orthopedic surgery",,9999=unknown,integer,1900,9999,,"[dsuporth] = '1'",y,,41a,,,
dsthysrg,form_a1d_participant_health_history,,radio,"Major surgical procedures - thyroid surgery","0, No | 1, Yes {dsthysrx} | 9, Unknown",,,,,,,y,,42,,,
dsthysrx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsthysrg] = '1'",y,,42.1,,," @PLACEHOLDER='Specify'"
dsthysyr,form_a1d_participant_health_history,,text,"Year of most recent thyroid surgery",,9999=unknown,integer,1900,9999,,"[dsthysrg] = '1'",y,,42a,,,
dsoncsrg,form_a1d_participant_health_history,,radio,"Major surgical procedures - oncology surgery","0, No | 1, Yes {dsoncsrx} | 9, Unknown",,,,,,,y,,43,,,
dsoncsrx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsoncsrg] = '1'",y,,43.1,,," @PLACEHOLDER='Specify'"
dsoncsyr,form_a1d_participant_health_history,,text,"Year of most recent oncology surgery",,9999=unknown,integer,1900,9999,,"[dsoncsrg] = '1'",y,,43a,,,
dsothsrg,form_a1d_participant_health_history,,radio,"Major surgical procedures - other surgery","0, No | 1, Yes {dsothsrx} | 9, Unknown",,,,,,,y,,44,,,
dsothsrx,form_a1d_participant_health_history,,text,Specify,,,,,,,"[dsothsrg] = '1'",y,,44.1,,," @PLACEHOLDER='Specify'"
dsothsyr,form_a1d_participant_health_history,,text,"Year of most recent other surgery",,9999=unknown,integer,1900,9999,,"[dsothsrg] = '1'",y,,44a,,,
ntg_logo,form_b1d_ntg_early_detection_screen_for_dementia,,descriptive,,,,,,,,,,,,,,
dssex,form_b1d_ntg_early_detection_screen_for_dementia,,radio,<sup>(7)</sup>Sex,"0, Female | 1, Male",,,,,,,y,,1,,,
dsdislev,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"<sup>(8)</sup>Best description of level of intellectual disability","1, No discernible intellectual disability | 2, Borderline  (IQ 70-75) | 3, Mild ID (IQ 55-69) | 4, Moderate ID (IQ 40-54) | 5, Severe ID (IQ 25-39) | 6, Profound ID (IQ 24 and below) | 9, Unknown",,,,,,,y,,2,,,
dsntgdx,form_b1d_ntg_early_detection_screen_for_dementia,,checkbox,"<div class=""rich-text-field-label""><p><sup>(9)</sup>Diagnosed condition <em>(Check all that apply)</em></p></div>","autism, Autism | cp, Cerebral palsy | ds, Down syndrome | fragile_x, Fragile X syndrome | intel_dis, Intellectual disability | pw, Prader-Willi syndrome | cond_oth, Other {dsdxothx}",,,,,,,y,,3,,,
dsdxothx,form_b1d_ntg_early_detection_screen_for_dementia,,text,Specify,,,,,,,"[dsntgdx(cond_oth)] = '1'",y,,3a,,," @PLACEHOLDER='Specify'"
dsliv,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Current living arrangement of person","1, Lives alone | 2, Lives with spouse or friends | 3, Lives with parents or other family members | 4, Lives with paid caregiver | 5, Lives in community group home, apartment, supervised housing, etc. | 6, Lives in senior housing | 7, Lives in congregate residential setting | 8, Lives in long term care facility | 9, Lives in other {dslivx}",,,,,,,y,,4,,,
dslivx,form_b1d_ntg_early_detection_screen_for_dementia,,text,Specify,,,,,,,"[dsliv] = '9'",y,,4a,,," @PLACEHOLDER='Specify'"
dsphys,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"<sup>(10)</sup> General characterization of <u>current</u> physical health","4, Excellent | 3, Very good | 2, Good | 1, Fair | 0, Poor",,,,,,,y,,5,,,
dsphysyr,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"<sup>(11)</sup> Compared to <u>one year ago</u> current <u>physical</u> health is:","4, Much better | 3, Somewhat better | 2, About the same | 1, Somewhat worse | 0, Much worse",,,,,,,y,,6,,,
dsmental,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"<sup>(12)</sup> Compared to <u>one year ago</u> current <u>mental</u> health is:","4, Much better | 3, Somewhat better | 2, About the same | 1, Somewhat worse | 0, Much worse",,,,,,,y,,7,,,
dscond,form_b1d_ntg_early_detection_screen_for_dementia,,checkbox,"<div class=""rich-text-field-label""><p><sup>(13)</sup> Conditions present <em>(Check all that apply)</em></p></div>","vi, Vision impairment | blind, Blind | cv, Vision corrected by glasses | hi, Hearing Impairment | deaf, Deaf | ch, Hearing corrected by hearing aids | mi, Mobility impairment | uw, Not mobile - uses wheelchair | miw, Not mobile - is moved about in wheelchair",,,,,,,,,8,,,
dssigle,form_b1d_ntg_early_detection_screen_for_dementia,,checkbox,"<div class=""rich-text-field-label""><p><sup>(14)</sup> Significant recent [in past year] life event</p> <p><em>(Check all that apply)</em></p></div>","cd, Death of someone close | ch, Changes in living arrangement, work, or day program | cs, Changes in staff close to the person | nr, New roommate/housemates | ii, Illness or impairment due to accident | sem, Adverse reaction to medication or over-medication | sei, Interpersonal Conflicts | sev, Victimization / abuse | oth, Other {dssiglex}",,,,,,,,,9,,,
dssiglex,form_b1d_ntg_early_detection_screen_for_dementia,,text,Specify,,,,,,,"[dssigle(oth)] = '1'",y,,9i1,,," @PLACEHOLDER='Specify'"
dsseiz,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"<sup>(15)</sup> Seizures","3, Recent onset seizures | 2, Long term occurrence of seizures | 1, Seizures in childhood, not occurring in adulthood | 0, No history of seizures",,,,,,,y,,10,,,
dsdemdx,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(16)</sup>Diagnostic History</p>",radio,"Mild cognitive impairment [MCI] or
dementia previously diagnosed","0, No | 1, Yes, MCI | 2, Yes, dementia",,,,,,,y,,11,,,
dsmcimo,form_b1d_ntg_early_detection_screen_for_dementia,,dropdown,"MCI diagnosis month","1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December | 99, Diagnosis month is unknown",,,,,,"[dsdemdx] ='1'",y,,11a1,,,
dsmciyr,form_b1d_ntg_early_detection_screen_for_dementia,,text,"MCI diagnosis year",,9999=unknown,integer,1950,9999,,"[dsdemdx] ='1'",y,,11a2,,,
dsdemmo,form_b1d_ntg_early_detection_screen_for_dementia,,dropdown,"Dementia diagnosis month","1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December | 99, Diagnosis month is unknown",,,,,,"[dsdemdx] ='2'",y,,11b1,,,
dsdemyr,form_b1d_ntg_early_detection_screen_for_dementia,,text,"Dementia diagnosis year",,9999=unknown,integer,1950,9999,,"[dsdemdx] ='2'",y,,11b2,,,
dsdxtype,form_b1d_ntg_early_detection_screen_for_dementia,,text,"Type of dementia",,,,,,,"[dsdemdx] ='2'",y,,11c,,,
dsdxby,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"MCI/dementia diagnosed by","1, Geriatrician | 2, Neurologist | 3, Physician | 4, Psychiatrist | 5, Psychologist | 6, Other {dsdxbyx}",,,,,,"[dsdemdx] = '1' or [dsdemdx] = '2'",y,,11d,,,
dsdxbyx,form_b1d_ntg_early_detection_screen_for_dementia,,text,"MCI/dementia diagnosed by - specify other",,,,,,,"[dsdxby] = '6'",y,,11d1,,," @PLACEHOLDER='Specify'"
dsonstmo,form_b1d_ntg_early_detection_screen_for_dementia,,dropdown,"<sup>(17a)</sup>Note approximate MONTH of onset of MCI/dementia","1, January | 2, February | 3, March | 4, April | 5, May | 6, June | 7, July | 8, August | 9, September | 10, October | 11, November | 12, December | 99, Unknown",,,,,,"[dsdemdx] = '1' or [dsdemdx] = '2'",y,,12a,,,
dsonstyr,form_b1d_ntg_early_detection_screen_for_dementia,,text,"<sup>(17b)</sup>Note approximate YEAR of onset of MCI/dementia",,9999=unknown,integer,1950,9999,,"[dsdemdx] = '1' or [dsdemdx] = '2'",y,,12b,,,
dsonstyr_warning,form_b1d_ntg_early_detection_screen_for_dementia,,descriptive,"<div class=""rich-text-field-label""><p><span style=""color: #e03e2d;"">Invalid entry - onset must be before MCI and/or dementia diagnosis.</span></p></div>",,,,,,,"[dsonstyr] <> 9999 and (([dsonstyr] > [dsmciyr]) or ([dsonstyr] > [dsdemyr]))",,,,,,
dsdemcom,form_b1d_ntg_early_detection_screen_for_dementia,,notes,"<sup>(18)</sup>Comments / explanations about dementia suspicions",,,,,,,"[dsdemdx] = '1' or [dsdemdx] = '2'",,LV,13,,,
dsadl1,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(19)</sup>Activities of Daily Living</p>",radio,"Needs help washing or bathing","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14a,adl,,
dsadl2,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Needs help with dressing","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14b,adl,,
dsadl3,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Dresses inappropriately (e.g., back to front, incomplete, inadequately for weather)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14c,adl,,
dsadl4,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Undresses inappropriately (e.g., in public)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14d,adl,,
dsadl5,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Needs help eating (cutting food, mouthful amounts, choking)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14e,adl,,
dsadl6,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Needs help using the bathroom (finding, toileting)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14f,adl,,
dsadl7,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Incontinent (including occasional accidents)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,14g,adl,,
dslang1,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(20)</sup>Language & Communication</p>",radio,"Does not initiate conversation","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15a,lac,,
dslang2,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not find words","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15b,lac,,
dslang3,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not follow simple instructions","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15c,lac,,
dslang4,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Appears to get lost in middle of conversation","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15d,lac,,
dslang5,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not read","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15e,lac,,
dslang6,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not write (including printing own name)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,15f,lac,,
dssleep1,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(21)</sup>Sleep / Wake Change Patterns</p>",radio,"Excessive sleep (sleeping more)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16a,sleep,,
dssleep2,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Inadequate sleep (sleeping less)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16b,sleep,,
dssleep3,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Wakes frequently at night","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16c,sleep,,
dssleep4,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Confused at night","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16d,sleep,,
dssleep5,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Sleeps during the day more than usual","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16e,sleep,,
dssleep6,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Wanders at night","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16f,sleep,,
dssleep7,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Wakes earlier than usual","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16g,sleep,,
dssleep8,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Sleeps later than usual","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,16h,sleep,,
dsamb1,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(22)</sup>Ambulation</p>",radio,"Not confident walking over small cracks, lines on the ground, patterned flooring, or uneven surfaces","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,17a,amb,,
dsamb2,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Unsteady walk, loses balance","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,17b,amb,,
dsamb3,form_b1d_ntg_early_detection_screen_for_dementia,,radio,Falls,"3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,17c,amb,,
dsamb4,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Requires aids to walk","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,17d,amb,,
dsmem1,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center""><sup>(23)</sup>Memory</p>",radio,"Does not recognize familiar persons (staff/relatives/friends)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18a,mem,,
dsmem2,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not remember names of familiar people","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18b,mem,,
dsmem3,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not remember recent events (in past week or less)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18c,mem,,
dsmem4,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Does not find way in familiar surroundings","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18d,mem,,
dsmem5,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Loses track of time (time of day, day of the week, seasons)","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18e,mem,,
dsmem6,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Loses or misplaces objects","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18f,mem,,
dsmem7,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"Puts familiar things in wrong places","3, Always been the case | 2, Always but worse | 1, New symptom in past year | 0, Does not apply",,,,,,,y,,18g,mem,,
