"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
hallsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"3b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[hall] = '1'",y,,,,,
agit,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>4a. Agitation/aggression<span style=""font-weight: normal;""> -- Is the patient resistive to help from others at times, or hard to handle?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
agitsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"4b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[agit] = '1'",y,,,,,
depd,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>5a. Depression/dysphoria <span style=""font-weight: normal;"">-- Does the patient seem sad or say that he/she is depressed?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
depdsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"5b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[depd] = '1'",y,,,,,
anx,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>6a. Anxiety <span style=""font-weight: normal;"">-- Does the patient become upset when separated from you? Does he/she have any other signs of nervousness such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
anxsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"6b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[anx] = '1'",y,,,,,
elat,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>7a. Elation/euphoria <span style=""font-weight: normal;"">-- Does the patient appear to feel too good or act excessively happy?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
elatsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"7b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[elat] = '1'",y,,,,,
apa,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>8a. Apathy/indifference <span style=""font-weight: normal;"">-- Does the patient seem less interested in his/her usual activities or in the activities and plans of others?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
apasev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"8b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[apa] = '1'",y,,,,,
disn,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>9a. Disinhibition <span style=""font-weight: normal;"">-- Does the patient seem to act impulsively, for example, talking to strangers as if he/she knows them, or saying things that may hurt people's feelings?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
disnsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"9b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[disn] = '1'",y,,,,,
irr,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>10a.<span style=""font-weight: normal;""> </span>Irritability/lability <span style=""font-weight: normal;"">-- Is the patient impatient and cranky? Does he/she have difficulty coping with delays or waiting for planned activities?</span> </p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
irrsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"10b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[irr] = '1'",y,,,,,
mot,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>11a. Motor disturbance <span style=""font-weight: normal;"">-- Does the patient engage in repetitive activities such as pacing around the house, handling buttons, wrapping string, or doing other things repeatedly?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
motsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"11b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[mot] = '1'",y,,,,,
nite,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>12a. Nighttime behaviors <span style=""font-weight: normal;"">-- Does the patient awaken you during the night, rise too early in the morning, or take excessive naps during the day?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
nitesev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"12b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[nite] = '1'",y,,,,,
app,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>13a. Appetite/eating <span style=""font-weight: normal;"">-- Has the patient lost or gained weight, or had a change in the type of food he/she likes?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,y,,,,,
appsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"13b. Severity","1, Mild | 2, Moderate | 3, Severe | 9, Unknown",,,,,,"[app] = '1'",y,,,,,
b5_copyright,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<div class=""rich-text-field-label""><hr /> <p><span style=""font-weight: normal;"">""NPI-Q"" Copyright© Jeffrey L. Cummings, MD. Reproduced by permission.</span></p></div>",,,,,,,,,,,,,
b5_footer,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<p><span style=""color: #3598db;"">NATIONAL ALZHEIMER'S COORDINATING CENTER | naccmail@uw.edu |</span> <span style=""text-decoration: underline;""><a href=""https://naccdata.org/"" target=""_blank"" rel=""noopener"">naccdata.org</a></span><br /><strong>UDS <span style=""font-weight: normal;"">(Version 4.0, Month Year)</span> <span style=""color: red;"">[instrument-label]</span></strong></p>",,,,,,,,,,,,,
