"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
d1a_section1,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 301.016px;"" border=""1""> <tbody> <tr style=""height: 33.8906px;""> <td style=""width: 4%; background-color: #c2e0f4; height: 33.8906px;"">1.</td> <td style=""background-color: #c2e0f4; height: 33.8906px; width: 50.%;""><span style=""font-weight: 400;"">Diagnosis method--<em>responses in this form are based on a diagnosis by a:</em></span></td> <td style=""background-color: #c2e0f4; width: 46%;"" colspan=""4""><span style=""font-weight: normal;"">{dxmethod:icons}</span></td> </tr> <tr style=""height: 26.4375px;""> <td style=""background-color: #236fa1; width: 99.9523%; height: 26.4375px;"" colspan=""6""><span style=""color: #ffffff;"">Section 1 - Level of impairment - <em>Unimpaired cognition/behavior, SCD, MCI/MBI, or dementia</em></span></td> </tr> <tr style=""height: 240.688px;""> <td style=""width: 4%; background-color: #c2e0f4; height: 240.688px;"">2.</td> <td style=""background-color: #c2e0f4; height: 240.688px; width: 96%;"" colspan=""5""> <p>Does the participant have:</p> <ol> <li><span style=""font-weight: normal;"">Unimpaired cognition <em>(e.g., cognitive performance and functional status (i.e., CDR) judged to be impaired)?</em></span><br /><span style=""font-weight: normal;""><em> </em></span><em>AND</em></li> <li><span style=""font-weight: normal;"">Unimpaired behavior <em>(i.e., the participant does not exhibit behavior sufficient to diagnosis MBI - see MBI section starting at Q7) or dementia due to FTLD or LBD and/or FTLD behavior and language domains=0?</em></span></li> </ol> <p><span style=""font-weight: normal;"">{normcog:icons}</span></p> <p><em><span style=""font-weight: normal;"">Note: for those with longstanding cognitive impairment that does not represent a decline from their usual functioning, consider checking </span></em>Question 5b <em><span style=""font-weight: normal;"">for a diagnosis of ""</span></em>Cognitively Impaired, Not MCI/dementia<em><span style=""font-weight: normal;"">"".</span></em></p> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
dxmethod,d1a_clinical_syndrome,,radio,"1. Diagnosis method-responses in this form are based on diagnosis by a:
","1, Single clinician | 2, Formal consensus panel | 3, Other <i>(e.g., Two or more clinicians or other informal group)</i>",,,,,,,y,,,,,
normcog,d1a_clinical_syndrome,,radio,"2. Does the participant have unimpaired cognition & behavior 
","0, No | 1, Yes",,,,,,,y,,,,,
d1a_section2,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 100%; height: 88.601px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 278.504%; height: 25px; background-color: #3598db; text-align: left;"" colspan=""20""><span style=""color: #ffffff;"">Subject Cognitive Decline</span></td> </tr> <tr style=""height: 63.601px;""> <td style=""background-color: #ecf0f1; width: 6%; text-align: right; height: 63.601px;"" colspan=""2""><span style=""color: #ffffff;""><span style=""color: #000000;"">2a.</span></span></td> <td style=""background-color: #ecf0f1; text-align: left; width: 80%; height: 63.601px;"" colspan=""14""> <p><span style=""color: #000000; font-weight: normal;"">Does the participant report:</span></p> <ol> <li><span style=""color: #000000; font-weight: normal;"">significant concerns about changes in cognition </span><span style=""color: #000000;"">AND</span><span style=""color: #000000; font-weight: normal;""> </span></li> <li><span style=""color: #000000; font-weight: normal;"">no neuropsychological evidence of decline </span><span style=""color: #000000;"">AND</span><span style=""color: #000000; font-weight: normal;""> </span></li> <li><span style=""color: #000000; font-weight: normal;"">no functional decline?</span></li> </ol> </td> <td style=""background-color: #ecf0f1; text-align: left; width: 14%; height: 63.601px;"" colspan=""4""><span style=""color: #000000; font-weight: normal;"">{scd:icons}</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,"[normcog] = 1",,,,,,
scd,d1a_clinical_syndrome,,radio,"<div class=""rich-text-field-label""><p>2a. Does the participant report 1) significant concerns about changes in cognition AND 2) no neuropsychological evidence of decline AND 3) no functional decline?</p></div>","0, No | 1, Yes",,,,,,[normcog]='1',y,,,,,
d1a_section3,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 49.1597px;"" border=""1""> <tbody> <tr style=""height: 49.1597px;""> <td style=""background-color: #c2e0f4; width: 6%; text-align: right; height: 49.1597px;"" colspan=""2""><span style=""color: #ffffff;""><span style=""color: #000000;"">2b.</span></span></td> <td style=""background-color: #c2e0f4; text-align: left; width: 80%; height: 49.1597px;"" colspan=""14""><span style=""color: #000000; font-weight: normal;"">As a clinician, are you confident that the subjective cognitive decline is clinically meaningful?</span></td> <td style=""background-color: #c2e0f4; text-align: left; width: 14%; height: 49.1597px;"" colspan=""4""><span style=""color: #000000; font-weight: normal;"">{scddxconf:icons}</span></td> </tr> </tbody> </table></div>",,,,,,,"[scd] = 1",,,,,,
scddxconf,d1a_clinical_syndrome,,radio,"<div class=""rich-text-field-label""><p>2b. As a clinician, are you confident that the subjective cognitive decline is clinically meaningful?</p></div>","0, No | 1, Yes",,,,,,[scd]='1',y,,,,,
d1a_section4,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 411.688px;"" border=""1""> <tbody> <tr style=""height: 25px;""> <td style=""width: 100%; height: 25px; background-color: #3598db; text-align: left;"" colspan=""20""><span style=""color: #ffffff;"">Dementia criteria</span></td> </tr> <tr style=""height: 109.75px;""> <td style=""background-color: #c2e0f4; text-align: left; width: 50%; height: 109.75px;"" colspan=""10""> <p>Requirement #1:</p> <p>Participant has cognitive decline or behavioral (neuropsychiatric) symptoms that meet <span style=""text-decoration: underline;"">all of the following criteria</span>:</p> </td> <td style=""background-color: #c2e0f4; text-align: left; width: 50%; height: 109.75px;"" colspan=""10"">Requirement #2: <p>Participant must have impairment in <span style=""text-decoration: underline;"">one* or more</span> of the following domains:</p> </td> </tr> <tr style=""height: 231.75px;""> <td style=""background-color: #ecf0f1; text-align: left; width: 50%; height: 231.75px;"" colspan=""10""> <ul> <li><span style=""font-weight: normal;"">Interfere with ability to function as before at work or at usual activities</span></li> <li><span style=""font-weight: normal;"">Represent a decline from previous levels of functioning</span></li> <li><span style=""font-weight: normal;"">Are not explained by delirium or major psychiatric disorder</span></li> <li><span style=""font-weight: normal;"">Include cognitive impairment detected and diagnosed through a combination of: 1) history-taking; 2) objective assessment <em>(bedside or neuropsychological testing)</em></span></li> </ul> </td> <td style=""background-color: #ecf0f1; text-align: left; width: 50%; height: 231.75px;"" colspan=""10""> <ul> <li><span style=""font-weight: normal;"">Impaired ability to acquire and remember new information</span></li> <li><span style=""font-weight: normal;"">Impaired reasoning and handling of complex tasks, poor judgment</span></li> <li><span style=""font-weight: normal;"">Impaired visuospatial abilities</span></li> <li><span style=""font-weight: normal;"">Impaired language functions</span></li> <li><span style=""font-weight: normal;"">Changes in personality, behavior, or comportment</span></li> </ul> <p><span style=""font-weight: normal;""><em style=""font-weight: normal;"">*In the event of single-domain impairment (e.g., language in PPA, behavior in bvFTD, visiospatial in posterior cortical atrophy, etc.), the participant must not fulfill criteria for MCI.</em></span></p> </td> </tr> <tr style=""height: 45.1875px;""> <td style=""background-color: #c2e0f4; text-align: left; width: 4%; height: 45.1875px;"" colspan=""1"">3.</td> <td style=""background-color: #c2e0f4; text-align: left; width: 80%; height: 45.1875px;"" colspan=""15""><span style=""font-weight: normal;"">Does the participant meet criteria for dementia?</span></td> <td style=""background-color: #c2e0f4; text-align: left; width: 16%; height: 45.1875px;"" colspan=""4""> <p><span style=""font-weight: normal;"">{demented:icons}</span></p> </td> </tr> </tbody> </table></div>",,,,,,,"([normcog]<>'' and [normcog] ='0')",,,,,,
demented,d1a_clinical_syndrome,,radio,"<div class=""rich-text-field-label""><p>3. Does the participant meet the criteria for dementia?</p></div>","0, No | 1, Yes",,,,,,"([normcog]<>'' and [normcog] ='0')",y,,,,,
d1a_section5,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 100%; background-color: #3598db; text-align: left;"" colspan=""20""><span style=""color: #ffffff;"">MCI core clinical criteria</span></td> </tr> <tr> <td style=""background-color: #ffffff; text-align: left; width: 100%;"" colspan=""20""><span style=""font-weight: normal;""><em><span style=""color: #000000;"">Check all criteria that apply in Q4.</span></em></span></td> </tr> <tr> <td style=""background-color: #ecf0f1; text-align: left; width: 4%;""><span style=""color: #ffffff;""><span style=""color: #000000;"">4.</span></span></td> <td style=""background-color: #ecf0f1; text-align: left; width: 96%;"" colspan=""19"">{loc_mcicrit}</td> </tr> <tr> <td style=""background-color: #ffffff; width: 100%; text-align: left;"" colspan=""20""><span style=""color: #000000;""><span style=""font-weight: normal;""><em>If all three criteria are checked, choose </em></span>1<em>=</em>MCI<em> <span style=""font-weight: normal;"">for Q4b. If less than 3 criteria are met, choose</span> </em>0<em>=</em>No<em> <span style=""font-weight: normal;"">for Q4b.</span></em></span></td> </tr> <tr> <td style=""background-color: #c2e0f4; width: 6%; text-align: right;"" colspan=""2""><span style=""color: #000000;"">4b.</span></td> <td style=""background-color: #c2e0f4; text-align: left; width: 74%;"" colspan=""14""><span style=""color: #000000; font-weight: normal;"">Does the participant meet all three of the above criteria for MCI (amnestic or non-amnestic)?</span></td> <td style=""background-color: #c2e0f4; text-align: left; width: 20%;"" colspan=""4""><span style=""color: #000000; font-weight: normal;"">{mci:icons}</span></td> </tr> </tbody> </table></div>",,,,,,,"[demented] = '0'",,,,,,
loc_mcicrit,d1a_clinical_syndrome,,checkbox,"<div class=""rich-text-field-label""><p>4. MCI core clinical criteria</p></div>","1, Clinical concern about decline in cognition compared to participant's prior level of lifelong or usual cognitive function <i>(e.g., based on input from participant, co-participant, and/or the clinician's judgment, CDR SB 0.5+, etc.)</i> | 2, Impairment in one or more cognitive domains, compared to participant's estimated prior level of lifelong or usual cognitive function, or supported by objective longitudinal neuropsychological evidence of decline | 3, Largely preserved functional independence OR functional dependence that is not related to cognitive decline <i>(e.g., based on clinical judgment)</i>",,,,,,"[demented] = '0'",y,,,,,
mcicritcln,d1a_clinical_syndrome,,text,"4a1. MCI criteria - Clinical concern about decline in cognition compared to participant's prior level of lifelong or usual cognitive function
",,,,,,,,,,,,," @CALCTEXT(if([loc_mcicrit(1)] = '1','1','')) @HIDDEN"
mcicritimp,d1a_clinical_syndrome,,text,"4a2. MCI criteria - Impairment in one or more cognitive domains, compared to participant's estimated prior level of lifelong or usual cognitive function, or supported by objective longitudinal neuropsychological evidence of decline
",,,,,,,,,,,,," @CALCTEXT(if([loc_mcicrit(2)] = '1','1','')) @HIDDEN"
mcicritfun,d1a_clinical_syndrome,,text,"4a3. MCI criteria - Largely preserved functional independence OR functional dependence that is not related to cognitive decline
",,,,,,,,,,,,," @CALCTEXT(if([loc_mcicrit(3)] = '1','1','')) @HIDDEN"
mci,d1a_clinical_syndrome,,radio,"4b. Does the participant meet criteria for MCI (amnestic or non-amnestic)?","0, No | 1, Yes",,,,,,"[demented] = '0'",y,,,,,
d1a_section6,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 273.056px;"" border=""1""> <tbody> <tr style=""height: 26.3889px;""> <td style=""background-color: #3598db; width: 100%; height: 26.3889px;"" colspan=""6""><span style=""color: #ffffff;"">Cognitively impaired, not MCI/dementia</span></td> </tr> <tr style=""height: 146.25px;""> <td style=""background-color: #ffffff; width: 100%; height: 146.25px;"" colspan=""6""> <p><span style=""font-weight: normal;"">The purpose of the ""Cognitively impaired, not MCI/dementia"" category is to capture those individuals with evidence of cognitive impairment or decline who do not meet formal MCI criteria.</span></p> <p>Check all applicable criteria for cognitively impaired, not MCI/dementia in Q5, <span style=""font-weight: normal;""><em>using any relevant data. </em>Any conditions contributing to impairment <em>(e.g., substance abuse or medications)</em> should be identified in Section 3.</span><span style=""font-weight: normal;""><em>(Note: if recent onset (not longstanding impairment), indicate the cognitive symptom(s) in Form B9 - Clinical Judgment of Symptoms.)</em></span></p> </td> </tr> <tr style=""height: 45.2778px;""> <td style=""width: 4%; background-color: #c2e0f4; height: 45.2778px;"">5.</td> <td style=""background-color: #c2e0f4; height: 45.2778px; width: 96%;"" colspan=""5""><span style=""font-weight: normal;"">{loc_impnomci}{impnomciox}</span></td> </tr> <tr style=""height: 45.1389px;""> <td style=""background-color: #ffffff; width: 100%; height: 45.1389px;"" colspan=""6""><span style=""font-weight: normal;"">If any of the criteria in Q5 are met, or if only some of the MCI criteria are met, choose </span>1<span style=""font-weight: normal;"">=</span>Yes<span style=""font-weight: normal;""> for Q5b. Note, if </span><span style=""text-decoration: underline;""><em>only</em></span><span style=""font-weight: normal;""> the third criteria is met in Q4, select </span>0<span style=""font-weight: normal;"">=</span>No<span style=""font-weight: normal;""> for Q5b.</span></td> </tr> <tr style=""height: 10px;""> <td style=""background-color: #c2e0f4; width: 6%; height: 10px;""><span style=""text-align: right;"">5b.</span></td> <td style=""background-color: #c2e0f4; width: 78%; height: 10px;"" colspan=""4""><span style=""font-weight: normal;"">Does the participant meet any criteria for cognitively impaired, not MCI/dementia?</span></td> <td style=""background-color: #c2e0f4; width: 16%; height: 10px;""><span style=""font-weight: normal;"">{impnomci:icons}</span></td> </tr> </tbody> </table></div>",,,,,,,"[mci] = '0'",,,,,,
loc_impnomci,d1a_clinical_syndrome,,checkbox,"5. Cognitively impaired, not MCI reason
","1, Evidence of functional impairment <i>(e.g., CDR SB>0 and/or FAS>0)</i>, but available cognitive testing is judged to be normal | 2, Cognitive testing is abnormal but no clinical concern or functional decline <i>(e.g., CDR SB=0 and FAS=0)</i> | 3, Longstanding cognitive difficulties, not representing a change from their usual function <i>(e.g., early developmental differences, remote TBI, other medical condition with clear effects on cognition)</i> | 4, Other",,,,,,[mci]='0',y,,,,,
impnomcifu,d1a_clinical_syndrome,,text,"5a1. Cognitively impaired, not MCI reason - Evidence of functional impairment (e.g., CDR SB>0 and/or FAS>0), but available cognitive testing is judged to be normal",,,,,,,,,,,,," @CALCTEXT(if([loc_impnomci(1)] = '1','1','')) @HIDDEN"
impnomcicg,d1a_clinical_syndrome,,text,"5a2. Cognitively impaired, not MCI reason - Cognitive testing is abnormal but no clinical concern or functional decline (e.g., CDR SB=0 and FAS=0)

",,,,,,,,,,,,," @CALCTEXT(if([loc_impnomci(2)] = '1','1','')) @HIDDEN"
impnomclcd,d1a_clinical_syndrome,,text,"5a3. Cognitively impaired, not MCI reason - Longstanding cognitive difficulties, not representing a change from their usual function",,,,,,,,,,,,," @CALCTEXT(if([loc_impnomci(3)] = '1','1','')) @HIDDEN"
impnomcio,d1a_clinical_syndrome,,text,"5a4. Cognitively impaired, not MCI reason - Other",,,,,,,,,,,,," @CALCTEXT(if([loc_impnomci(4)] = '1','1','')) @HIDDEN"
impnomciox,d1a_clinical_syndrome,,text,"5a4a. Cognitively impaired, not MCI reason - Other (specify)",,,,,,,"[loc_impnomci(4)] = 1",,,,,," @PLACEHOLDER=""Specify"""
impnomci,d1a_clinical_syndrome,,radio,"5b. Does the participant meet any criteria for cognitively impaired, not MCI/dementia?","0, No | 1, Yes",,,,,,[mci]='0',y,,,,,
d1a_section7,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 100px;"" border=""1""> <tbody> <tr style=""height: 26.4375px;""> <td style=""background-color: #3598db; width: 256.884%; height: 26.4375px;"" colspan=""6""><span style=""color: #ffffff;"">Affected Domains - Dementia and MCI</span></td> </tr> <tr style=""height: 50px;""> <td style=""background-color: #ffffff; width: 256.884%; height: 50px;"" colspan=""6""> <p><span style=""font-weight: normal;"">Choose domains that are impaired at the current visit. <span style=""text-decoration: underline;"">Select one or more</span> as </span>Impaired; <span style=""font-weight: normal;"">all others will default to </span>unimpaired<span style=""font-weight: normal;""> in the NACC database.</span></p> <p><span style=""font-weight: normal;"">Note on </span><em>behavior changes</em>: <span style=""font-weight: normal;"">For patients with <em>dementia</em> who have behavior changes, record the presence of behavioral changes here (not in the following MBI section) by marking Q6f as </span>Impaired<span style=""font-weight: normal;""> and skipping the MBI section (</span>SKIP TO Q8a<span style=""font-weight: normal;"">). For behavioral changes in the context of an MCI (or as an isolated) symptom, consider a diagnosis of MBI in the next section.</span></p> </td> </tr> <tr style=""height: 10px;""> <td style=""width: 5.96484%; background-color: #ecf0f1; height: 10px;"">6a.</td> <td style=""background-color: #ecf0f1; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Memory</span></td> <td style=""background-color: #ecf0f1; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdommem:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""background-color: #c2e0f4; width: 5.96484%; height: 10px;"">6b.</td> <td style=""background-color: #c2e0f4; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Language</span></td> <td style=""background-color: #c2e0f4; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdomlang:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""width: 5.96484%; background-color: #ecf0f1; height: 10px;"">6c.</td> <td style=""background-color: #ecf0f1; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Attention</span></td> <td style=""background-color: #ecf0f1; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdomattn:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""background-color: #c2e0f4; width: 5.96484%; height: 10px;"">6d.</td> <td style=""background-color: #c2e0f4; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Executive</span></td> <td style=""background-color: #c2e0f4; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdomexec:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""width: 5.96484%; background-color: #ecf0f1; height: 10px;"">6e.</td> <td style=""background-color: #ecf0f1; height: 10px; width: 66.7825%;""><span style=""font-weight: 400;"">Visuospatial</span></td> <td style=""background-color: #ecf0f1; width: 184.137%;"" colspan=""4""><span style=""font-weight: 400;"">{loc_cdomvisu:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""background-color: #c2e0f4; width: 5.96484%; height: 10px;"">6f.</td> <td style=""background-color: #c2e0f4; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Behavioral <em>(for participants with dementia only: see MBI for MCI participants)</em></span></td> <td style=""background-color: #c2e0f4; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdombeh:icons}</span></td> </tr> <tr style=""height: 10px;""> <td style=""width: 5.96484%; background-color: #ecf0f1; height: 10px;"">6g.</td> <td style=""background-color: #ecf0f1; height: 10px; width: 66.7825%;""><span style=""font-weight: normal;"">Apraxia</span></td> <td style=""background-color: #ecf0f1; width: 184.137%;"" colspan=""4""><span style=""font-weight: normal;"">{loc_cdomaprax:icons}</span></td> </tr> </tbody> </table></div>",,,,,,,"[demented] = '1' or [mci]='1'",,,,,,
loc_cdommem,d1a_clinical_syndrome,,checkbox,"6a. Dementia and MCI affected domains - Memory","1, Impaired",,,,,,,,,,,,
cdommem,d1a_clinical_syndrome,,text,"6a. Dementia and MCI affected domains - Memory",,,,,,,,,,,,," @CALCTEXT(if([loc_cdommem(1)] = '1','1','')) @HIDDEN"
loc_cdomlang,d1a_clinical_syndrome,,checkbox,"6b. Dementia and MCI affected domains - Language ","1, Impaired",,,,,,,,,,,,
cdomlang,d1a_clinical_syndrome,,text,"6b. Dementia and MCI affected domains - Language ",,,,,,,,,,,,," @CALCTEXT(if([loc_cdomlang(1)] = '1','1','')) @HIDDEN"
loc_cdomattn,d1a_clinical_syndrome,,checkbox,"6c. Dementia and MCI affected domains - Attention
","1, Impaired",,,,,,,,,,,,
cdomattn,d1a_clinical_syndrome,,text,"6c. Dementia and MCI affected domains - Attention
",,,,,,,,,,,,," @CALCTEXT(if([loc_cdomattn(1)] = '1','1','')) @HIDDEN"
loc_cdomexec,d1a_clinical_syndrome,,checkbox,"6d. Dementia and MCI affected domains - Executive 

","1, Impaired",,,,,,,,,,,,
cdomexec,d1a_clinical_syndrome,,text,"6d. Dementia and MCI affected domains - Executive 

",,,,,,,,,,,,," @CALCTEXT(if([loc_cdomexec(1)] = '1','1','')) @HIDDEN"
loc_cdomvisu,d1a_clinical_syndrome,,checkbox,"6e. Dementia and MCI affected domains - Visuospatial 

","1, Impaired",,,,,,,,,,,,
cdomvisu,d1a_clinical_syndrome,,text,"6e. Dementia and MCI affected domains - Visuospatial 

",,,,,,,,,,,,," @CALCTEXT(if([loc_cdomvisu(1)] = '1','1','')) @HIDDEN"
loc_cdombeh,d1a_clinical_syndrome,,checkbox,"6f. Dementia and MCI affected domains - Behavioral 
","1, Impaired",,,,,,,,,,,,
cdombeh,d1a_clinical_syndrome,,text,"6f. Dementia and MCI affected domains - Behavioral 
",,,,,,,,,,,,," @CALCTEXT(if([loc_cdombeh(1)] = '1','1','')) @HIDDEN"
loc_cdomaprax,d1a_clinical_syndrome,,checkbox,"6g. Dementia and MCI affected domains - Apraxia 
","1, Impaired",,,,,,,,,,,,
cdomaprax,d1a_clinical_syndrome,,text,"6g. Dementia and MCI affected domains - Apraxia ",,,,,,,,,,,,," @CALCTEXT(if([loc_cdomaprax(1)] = '1','1','')) @HIDDEN"
d1a_section8,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%; height: 276.375px;"" border=""1""> <tbody> <tr style=""height: 10px;""> <td style=""background-color: #3598db; width: 100%; height: 10px;"" colspan=""6""><span style=""color: #ffffff;"">Mild Behavioral Impairment (MBI) core clinical criteria</span></td> </tr> <tr style=""height: 203px;""> <td style=""background-color: #c2e0f4; width: 100%; height: 203px;"" colspan=""6""> <ul> <li><span style=""font-weight: normal;"">Participant, co-participant, or clinician identifies a change in the participant's affect, motivation, thought content, behavior, or personality that is clearly different from their usual affect, motivation, thought content, behavior, or personality</span></li> <li><span style=""font-weight: normal;"">Symptoms have been present at least intermittently for the last six months or longer</span></li> <li><span style=""font-weight: normal;"">Late onset (i.e., age > ~50, unless early onset neurodegenerative syndrome is suspected)</span></li> <li><span style=""font-weight: normal;"">Not explained by delirium, other psychiatric disorder by DSM criteria (including recent onset, longstanding or recurrence of longstanding disorder)</span></li> <li><span style=""font-weight: normal;"">Symptoms interfere with at least one of these: work, interpersonal relationships, social activities</span></li> <li><span style=""font-weight: normal;"">Largely preserved independence in other functional abilities (no change from prior manner/level of functioning, or uses minimal aids or assistance)</span></li> </ul> </td> </tr> <tr style=""height: 63.375px;""> <td style=""width: 4%; background-color: #ecf0f1; height: 63.375px;"">7.</td> <td style=""background-color: #ecf0f1; width: 78%; height: 63.375px;"" colspan=""4""><span style=""font-weight: normal;"">Does the participant meet criteria for MBI?<em> (If participant meets criteria for dementia an MBI diagnosis is excluded.)</em></span></td> <td style=""background-color: #ecf0f1; width: 16%; height: 63.375px;"">{mbi:icons}</td> </tr> </tbody> </table></div>",,,,,,,"([impnomci]='0' or [impnomci]='1') or [mci]='1' or [demented]='1'",,,,,,
mbi,d1a_clinical_syndrome,,radio,"7. Does the participant meet criteria for MBI","0, No | 1, Yes",,,,,,"([impnomci]='0' or [impnomci]='1') or [mci]='1' or [demented]='1'",y,,,,,
mbi_dementia_warning,d1a_clinical_syndrome,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; height: 55.7216px;"" border=""1""> <tbody> <tr style=""height: 55.7216px;""> <td style=""width: 99.821%; height: 55.7216px; background-color: #e03e2d; border-color: #ffffff;""><span style=""color: #ffffff;"">WARNING:</span><span style=""font-weight: normal; color: #ffffff;""> You have indicated that this participant has dementia. If participant meets criteria for</span><br /><span style=""color: #ffffff;""><span style=""font-weight: normal;"">dementia an MBI diagnosis is excluded. Please edit your response to </span>""No""<span style=""font-weight: normal;""> otherwise this form will recieve an error when uploaded to NACC.</span></span></td> </tr> </tbody> </table></div>",,,,,,,"[demented]='1' and [mbi]='1'",,,,,,
