form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic,carry_forward
d1a,F,"16. Developmental neuropsychiatric disorders (e.g., autism spectrum disorder (ASD), attention-deficit hyperactivity disorder (ADHD), dyslexia) (present)",NDEVDIS,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,[normcog] ='0',no
d1a,F,"16a. Developmental neuropsychiatric disorders (e.g., autism spectrum disorder (ASD), attention-deficit hyperactivity disorder (primary/contributing/non-contributing)",NDEVDISIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[ndevdis]='1',no
d1a,F,17. Delirium (present),DELIR,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,17a. Delirium (primary/contributing/non-contributing),DELIRIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[delir]='1',no
d1a,F,18. Other psychiatric disorder (present),OTHPSY,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,18a. Other psychiatric disorder (primary/contributing/non-contributing),OTHPSYIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[othpsy]='1',no
d1a,F,18b. Other psychiatric disorder (specify),OTHPSYX,Conditional (e.g. skip pattern),text,,String,[othpsy]='1',no
d1a,F,19. Traumatic brain injury (present),TBIDX,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,[normcog] ='0',no
d1a,F,19a. Traumatic brain injury (primary/contributing/non-contributing),TBIDXIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[tbidx]='1',no
d1a,F,20. Epilepsy (present),EPILEP,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,20a. Epilepsy (primary/contributing/non-contributing),EPILEPIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[epilep]='1',no
d1a,F,21. Normal-pressure hydrocephalus (present),HYCEPH,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,21a. Normal-pressure hydrocephalus (primary/contributing/non-contributing),HYCEPHIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[hyceph]='1',no
d1a,F,22. CNS Neoplasm (present),NEOP,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,22a. CNS Neoplasm (primary/contributing/non-contributing),NEOPIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[neop]='1',no
d1a,F,22b. CNS Neoplasm - benign or malignant,NEOPSTAT,Conditional (e.g. skip pattern),Integers 1-2,"1, Benign|2, Malignant",Integer,[neop]='1',no
d1a,F,23. Human Immunodeficiency Virus (HIV) infection (present),HIV,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,23a. Human Immunodeficiency Virus (HIV) infection (primary/contributing/non-contributing),HIVIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[hiv]='1',no
d1a,F,24. Post COVID-19 cognitive impairment (present),POSTC19,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,[normcog] ='0',no
d1a,F,24a. Post COVID-19 cognitive impairment (primary/contributing/non-contributing),POSTC19IF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[postc19]='1',no
d1a,F,"25. Sleep apnea (i.e., obstructive, central, mixed or complex sleep apnea) (present)",APNEADX,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,[normcog] ='0',no
d1a,F,"25a. Sleep apnea (i.e., obstructive, central, mixed or complex sleep apnea) (primary/contributing/non-contributing)",APNEADXIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[apneadx]='1',no
d1a,F,"26. Cognitive impairment due to other neurologic, genetic, infectious conditions (not listed above), or systemic disease/medical illness (as indicated on Form A5/D2) (present)",OTHCOGILL,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,[normcog] ='0',no
d1a,F,"26a. Cognitive impairment due to other neurologic, genetic, infectious conditions (not listed above), or systemic disease/medical illness (as indicated on Form A5/D2) (primary/contributing/non-contributing)",OTHCILLIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[othcogill]='1',no
d1a,F,"26b. Specify cognitive impairment due to other neurologic, genetic, infection conditions or systemic disease",OTHCOGILLX,Conditional (e.g. skip pattern),text,,String,[othcogill]='1',no
d1a,F,27. Cognitive impairment due to alcohol abuse (present),ALCDEM,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,27a. Cognitive impairment due to alcohol abuse (primary/contributing/non-contributing),ALCDEMIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[alcdem]='1',no
d1a,F,28. Cognitive impairment due to substance use or abuse (present),IMPSUB,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,28a. Cognitive impairment due to substance use or abuse (primary/contributing/non-contributing),IMPSUBIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[impsub]='1',no
d1a,F,29. Cognitive impairment due to medications (present),MEDS,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,29a. Cognitive impairment due to medications (primary/contributing/non-contributing),MEDSIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[meds]='1',no
d1a,F,30. Cognitive impairment not otherwise specified (NOS) (present),COGOTH,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,30a. Cognitive impairment NOS (primary/contributing/non-contributing),COGOTHIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cogoth]='1',no
d1a,F,30b. Cognitive impairment NOS (specify),COGOTHX,Conditional (e.g. skip pattern),text,,String,[cogoth]='1',no
d1a,F,31. Cognitive impairment not otherwise specified (NOS) (present),COGOTH2,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,31a. Cognitive impairment NOS (primary/contributing/non-contributing),COGOTH2F,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cogoth2]='1',no
d1a,F,31b. Cognitive impairment NOS (specify),COGOTH2X,Conditional (e.g. skip pattern),text,,String,[cogoth2]='1',no
d1a,F,32. Cognitive impairment not otherwise specified (NOS) (present),COGOTH3,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[normcog] ='0',no
d1a,F,32a. Cognitive impairment NOS (primary/contributing/non-contributing),COGOTH3F,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cogoth3]='1',no
d1a,F,32b. Cognitive impairment NOS (specify),COGOTH3X,Conditional (e.g. skip pattern),text,,String,[cogoth3]='1',no

