"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
depdsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[depd] = '1'",,,5b.,,,
anx,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Anxiety <span style=""font-weight: normal;"">-- Does the patient become upset when separated from you? Does he/she have any other signs of nervousness such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?</span></p></div>","1, Yes | 0, No | 9, Unknown",,,,,,,,,6a.,,,
anxsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[anx] = '1'",,,6b.,,,
elat,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Elation/euphoria <span style=""font-weight: normal;"">-- Does the patient appear to feel too good or act excessively happy?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,7a.,,,
elatsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[elat] = '1'",,,7b.,,,
apa,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Apathy/indifference <span style=""font-weight: normal;"">-- Does the patient seem less interested in his/her usual activities or in the activities and plans of others?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,8a.,,,
apasev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[apa] = '1'",,,8b.,,,
disn,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Disinhibition <span style=""font-weight: normal;"">-- Does the patient seem to act impulsively, for example, talking to strangers as if he/she knows them, or saying things that may hurt people's feelings?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,9a.,,,
disnsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[disn] = '1'",,,9b.,,,
irr,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Irritability/lability <span style=""font-weight: normal;"">-- Is the patient impatient and cranky? Does he/she have difficulty coping with delays or waiting for planned activities?</span> </p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,10a.,,,
irrsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[irr] = '1'",,,10b.,,,
mot,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Motor disturbance <span style=""font-weight: normal;"">-- Does the patient engage in repetitive activities such as pacing around the house, handling buttons, wrapping string, or doing other things repeatedly?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,11a.,,,
motsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[mot] = '1'",,,11b.,,,
nite,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Nighttime behaviors <span style=""font-weight: normal;"">-- Does the patient awaken you during the night, rise too early in the morning, or take excessive naps during the day?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,12a.,,,
nitsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[nite] = '1'",,,12b.,,,
app,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,"<div class=""rich-text-field-label""><p>Appetite/eating <span style=""font-weight: normal;"">-- Has the patient lost or gained weight, or had a change in the type of food he/she likes?</span></p></div>","1, Yes|0, No|9, Unknown",,,,,,,,,13a.,,,
appsev,b5_neuropsychiatric_inventory_questionnaire_npiq,,radio,Severity,"1, Mild|2, Moderate|3, Severe|9, Unknown",,,,,,"[app] = '1'",,,13b.,,,
b5_copyright,b5_neuropsychiatric_inventory_questionnaire_npiq,,descriptive,"<div class=""rich-text-field-label""><hr /> <p><span style=""font-weight: normal;"">""NPI-Q"" Copyright© Jeffrey L. Cummings, MD. Reproduced by permission.</span></p></div>",,,,,,,,,,,,,
