error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
e2l-lbdivp-m-023,23,Error,e2l,IL,LBISMDCM,Missingness,LBISMDCM conditionally present,"If LBISMAVL = 1, LBISMDCM cannot be blank","If Q1d. LBISMAVL (MRI available for data sharing?) = 1 (Yes), Q1e. LBISMDCM (Is it in DICOM or other electronic format?) cannot be blank",If LBISMAVL = 1 and LBISMDCM = blank,,"LBISMAVL, LBISMDCM",,,
e2l-lbdivp-m-024,24,Error,e2l,IL,LBISMDCM,Missingness,LBISMDCM conditionally blank,"If LBISMAVL ne 1, LBISMDCM must be blank","If Q1d. LBISMAVL (MRI available for data sharing?) not = 1, Q1e. LBISMDCM (Is it in DICOM or other electronic format?) must be blank",If LBISMAVL ne 1 and LBISMDCM not = blank,,"LBISMAVL, LBISMDCM",,,
e2l-lbdivp-c-025,25,Error,e2l,IL,LBISMDCM,Conformity,LBISMDCM conforms,LBISMDCM must be an integer between 0-1 or 9,Q1e. LBISMDCM (Is it in DICOM or other electronic format?) must be an integer between 0-1 or 9,LBISMDCM < 0 or LBISMDCM > 1 and not = 9,,,,,
e2l-lbdivp-m-026,26,Error,e2l,IL,LBISMFMT,Missingness,LBISMFMT conditionally present,"If LBISMDCM = 1, LBISMFMT cannot be blank","If Q1e. LBISMDCM (Is it in DICOM or other electronic format?) = 1 (Yes), Q1e1. LBISMFMT (Specify format) cannot be blank",If LBISMDCM = 1 and LBISMFMT = blank,,"LBISMDCM, LBISMFMT",,,
e2l-lbdivp-m-027,27,Error,e2l,IL,LBISMFMT,Missingness,LBISMFMT conditionally blank,"If LBISMDCM ne 1, LBISMFMT must be blank","If Q1e. LBISMDCM (Is it in DICOM or other electronic format?) ne 1, Q1e1. LBISMFMT (Specify format) must be blank",If LBISMDCM ne 1 and LBISMFMT not = blank,,"LBISMDCM, LBISMFMT",,,
e2l-lbdivp-m-028,28,Error,e2l,IL,LBISMADN,Missingness,LBISMADN conditionally present,"If LBISMAVL = 1, LBISMADN cannot be blank","If Q1d. LBISMAVL (MRI available for data sharing?) = 1 (Yes), Q1f. LBISMADN (ADNI protocol used?) cannot be blank",If LBISMAVL = 1 and LBISMADN = blank,,"LBISMAVL, LBISMADN",,,
e2l-lbdivp-m-029,29,Error,e2l,IL,LBISMADN,Missingness,LBISMADN conditionally blank,"If LBISMAVL ne 1, LBISMADN must be blank","If Q1d. LBISMAVL (MRI available for data sharing?) not = 1, Q1f. LBISMADN (ADNI protocol used?) must be blank",If LBISMAVL ne 1 and LBISMADN not = blank,,"LBISMAVL, LBISMADN",,,
e2l-lbdivp-c-030,30,Error,e2l,IL,LBISMADN,Conformity,LBISMADN conforms,LBISMADN must be an integer between 0-1 or 9,Q1f. LBISMADN (ADNI protocol used?) must be an integer between 0-1 or 9,LBISMADN < 0 or LBISMADN > 1 and not = 9,,,,,
e2l-lbdivp-m-031,31,Error,e2l,IL,LBISMVER,Missingness,LBISMVER conditionally present,"If LBISMADN = 1, LBISMVER cannot be blank","If Q1f. LBISMADN (ADNI protocol used?) = 1 (Yes), Q1f1. LBISMVER (ADNI version) cannot be blank",If LBISMADN = 1 and LBISMVER = blank,,"LBISMADN, LBISMVER",,,
e2l-lbdivp-m-032,32,Error,e2l,IL,LBISMVER,Missingness,LBISMVER conditionally blank,"If LBISMADN ne 1, LBISMVER must be blank","If Q1f. LBISMADN (ADNI protocol used?) ne 1, Q1f1. LBISMVER (ADNI version) must be blank",If LBISMADN ne 1 and LBISMVER not = blank,,"LBISMADN, LBISMVER",,,
e2l-lbdivp-m-033,33,Error,e2l,IL,LBISMMAN,Missingness,LBISMMAN conditionally present,"If LBISMAVL = 1, LBISMMAN cannot be blank","If Q1d. LBISMAVL (MRI available for data sharing?) = 1 (Yes), Q1g. LBISMMAN (Scan manufacturer) cannot be blank",If LBISMAVL = 1 and LBISMMAN = blank,,"LBISMAVL, LBISMMAN",,,
e2l-lbdivp-m-034,34,Error,e2l,IL,LBISMMAN,Missingness,LBISMMAN conditionally blank,"If LBISMAVL ne 1, LBISMMAN must be blank","If Q1d. LBISMAVL (MRI available for data sharing?) not = 1, Q1g. LBISMMAN (Scan manufacturer) must be blank",If LBISMAVL ne 1 and LBISMMAN not = blank,,"LBISMAV, LBISMMAN",,,
e2l-lbdivp-c-035,35,Error,e2l,IL,LBISMMAN,Conformity,LBISMMAN conforms,LBISMMAN must be an integer between 1-4 or 9,Q1f. LBISMMAN (Scan manufacturer) must be an integer between 1-4 or 9,LBISMMAN < 1 or LBISMMAN > 4 and not = 9,,,,,
e2l-lbdivp-m-036,36,Error,e2l,IL,LBISMOM,Missingness,LBISMOM conditionally present,"If LBISMMAN = 4, LBISMOM cannot be blank","If Q1f. LBISMMAN (Scan manufacturer) = 4 (Other), Q1f1. LBISMOM (Other manufacturer) cannot be blank",If LBISMMAN = 4 and LBISMOM = blank,,"LBISMMAN, LBISMOM",,,
e2l-lbdivp-m-037,37,Error,e2l,IL,LBISMOM,Missingness,LBISMOM conditionally blank,"If LBISMMAN ne 4, LBISMOM must be blank","If Q1f. LBISMMAN (Scan manufacturer) ne 4, Q1f1. LBISMOM (Other manufacturer) must be blank",If LBISMMAN ne 4 and LBISMOM not = blank,,"LBISMMAN, LBISMOM",,,
e2l-lbdivp-m-038,38,Error,e2l,IL,LBISMSTR,Missingness,LBISMSTR conditionally present,"If LBISMAVL = 1, LBISMSTR cannot be blank","If Q1d. LBISMAVL (MRI available for data sharing?) = 1 (Yes), Q1h. LBISMSTR (Field strength) cannot be blank",If LBISMAVL = 1 and LBISMSTR = blank,,"LBISMAVL, LBISMSTR",,,
e2l-lbdivp-m-039,39,Error,e2l,IL,LBISMSTR,Missingness,LBISMSTR conditionally blank,"If LBISMAVL ne 1, LBISMSTR must be blank","If Q1d. LBISMAVL (MRI available for data sharing?) not = 1, Q1h. LBISMSTR (Field strength) must be blank",If LBISMAVL ne 1 and LBISMSTR not = blank,,"LBISMAV, LBISMSTR",,,
e2l-lbdivp-c-040,40,Error,e2l,IL,LBISMSTR,Conformity,LBISMSTR conforms,LBISMSTR must be an integer between 1-4 or 9,Q1h. LBISMSTR (Field strength) must be an integer between 1-4 or 9,LBISMSTR < 1 or LBISMSTR > 4 and not = 9,,,,,
e2l-lbdivp-m-041,41,Error,e2l,IL,LBISMOS,Missingness,LBISMOS conditionally present,"If LBISMSTR = 4, LBISMOS cannot be blank","If Q1h. LBISMSTR (Field strength) = 4 (Other), Q1h1. LBISMOS (Other strength) cannot be blank",If LBISMSTR = 4 and LBISMOS = blank,,"LBISMSTR, LBISMOS",,,
e2l-lbdivp-m-042,42,Error,e2l,IL,LBISMOS,Missingness,LBISMOS conditionally blank,"If LBISMSTR ne 4, LBISMOS must be blank","If Q1h. LBISMSTR (Field strength) ne 4, Q1h1. LBISMOS (Other strength) must be blank",If LBISMSTR ne 4 and LBISMOS not = blank,,"LBISMSTR, LBISMOS",,,
e2l-lbdivp-m-043,43,Error,e2l,IL,LBIFPET,Missingness,LBIFPET must be present,LBIFPET cannot be blank,Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) cannot be blank,If LBIFPET = blank,,,,,
e2l-lbdivp-c-044,44,Error,e2l,IL,LBIFPET,Conformity,LBIFPET conforms,LBIFPET must be an integer between 0-1,Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) must be an integer between 0-1,LBIFPET < 0 or LBIFPET > 1,,,,,
e2l-lbdivp-m-045,45,Error,e2l,IL,LBIFPMO,Missingness,LBIFPMO conditionally present,"If LBIFPET = 1, LBIFPMO cannot be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 1 (Yes), Q2a1. LBIFPMO (Date of most recent scan - month) cannot be blank",If LBIFPET= 1 and LBIFPMO = blank,,"LBIFPET, LBIFPMO",,,
e2l-lbdivp-m-046,46,Error,e2l,IL,LBIFPMO,Missingness,LBIFPMO conditionally blank,"If LBIFPET = 0, LBIFPMO must be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 0 (No), Q2a1. LBIFPMO (Date of most recent scan - month) must be blank",If LBIFPET = 0 and LBIFPMO not = blank,,"LBIFPET, LBIFPMO",,,
e2l-lbdivp-c-047,47,Error,e2l,IL,LBIFPMO,Conformity,LBIFPMO conforms,LBIFPMO must be an integer between 1-12,Q2a1. LBIFPMO (Date of most recent scan - month) must be an integer between 1-12,LBIFPMO < 1 or LBIFPMO > 12,,,,,
e2l-lbdivp-m-048,48,Error,e2l,IL,LBIFPDY,Missingness,LBIFPDY conditionally present,"If LBIFPET = 1, LBIFPDY cannot be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 1 (Yes), Q2a2. LBIFPDY (Date of most recent scan - day) cannot be blank",If LBIFPET= 1 and LBIFPDY = blank,,"LBIFPET, LBIFPDY",,,
e2l-lbdivp-m-049,49,Error,e2l,IL,LBIFPDY,Missingness,LBIFPDY conditionally blank,"If LBIFPET = 0, LBIFPDY must be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 0 (No), Q2a2. LBIFPDY (Date of most recent scan - day) must be blank",If LBIFPET = 0 and LBIFPDY not = blank,,"LBIFPET, LBIFPDY",,,
e2l-lbdivp-c-050,50,Error,e2l,IL,LBIFPDY,Conformity,LBIFPDY conforms,LBIFPDY must be an integer between 1-31 or 99,Q2a2. LBIFPDY (Date of most recent scan - day) must be an integer between 1-31 or 99,LBIFPDY < 1 or LBIFPDY > 31 and not = 99,,,,,
e2l-lbdivp-m-051,51,Error,e2l,IL,LBIFPYR,Missingness,LBIFPYR conditionally present,"If LBIFPET = 1, LBIFPYR cannot be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 1 (Yes), Q2a3. LBIFPYR (Date of most recent scan - year) cannot be blank",If LBIFPET= 1 and LBIFPYR = blank,,"LBIFPET, LBIFPYR",,,
e2l-lbdivp-m-052,52,Error,e2l,IL,LBIFPYR,Missingness,LBIFPYR conditionally blank,"If LBIFPET = 0, LBIFPYR must be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 0 (No), Q2a3. LBIFPYR (Date of most recent scan - year) must be blank",If LBIFPET = 0 and LBIFPYR not = blank,,"LBIFPET, LBIFPYR",,,
e2l-lbdivp-c-053,53,Error,e2l,IL,LBIFPYR,Conformity,LBIFPYR conforms,LBIFPYR must be an integer between 2000 - current year,Q2a3. LBIFPYR (Date of most recent scan - year) must be an integer between 2000 and current year,LBIFPYR < 2000 or LBIFPYR > current year,,,,,
e2l-lbdivp-m-054,54,Error,e2l,IL,LBIFPQAV,Missingness,LBIFPQAV conditionally present,"If LBIFPET = 1, LBIFPQAV cannot be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 1 (Yes), Q2b. LBIFPQAV (Results of quantitative image analysis available?) cannot be blank",If LBIFPET = 1 and LBIFPQAV = blank,,"LBIFPET, LBIFPQAV",,,
e2l-lbdivp-m-055,55,Error,e2l,IL,LBIFPQAV,Missingness,LBIFPQAV conditionally blank,"If LBIFPET = 0, LBIFPQAV must be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 0 (No), Q2b. LBIFPQAV (Results of quantitative image analysis available?) must be blank",If LBIFPET = 0 and LBIFPQAV not = blank,,"LBIFPET, LBIFPQAV",,,
e2l-lbdivp-c-056,56,Error,e2l,IL,LBIFPQAV,Conformity,LBIFPQAV conforms,LBIFPQAV must be an integer between 0-1 or 9,Q2b. LBIFPQAV (Results of quantitative image analysis available?) must be an integer between 0-1 or 9,LBIFPQAV < 0 or LBIFPQAV > 1 and not = 9,,,,,
e2l-lbdivp-m-057,57,Error,e2l,IL,LBIFPOCC,Missingness,LBIFPOCC conditionally present,"If LBIFPQAV = 1, LBIFPOCC cannot be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) = 1 (Yes), Q2c. LBIFPOCC (FDG-PET finding of occipital hypometabolism consistent with LBD?) cannot be blank",If LBIFPQAV = 1 and LBIFPOCC = blank,,"LBIFPQAV , LBIFPOCC",,,
e2l-lbdivp-m-058,58,Error,e2l,IL,LBIFPOCC,Missingness,LBIFPOCC conditionally blank,"If LBIFPQAV ne 1, LBIFPOCC must be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) not = 1, Q2c. LBIFPOCC (FDG-PET finding of occipital hypometabolism consistent with LBD?) must be blank",If LBIFPQAV ne 1 and LBIFPOCC not = blank,,"LBIFPQAV, LBIFPOCC",,,
e2l-lbdivp-c-059,59,Error,e2l,IL,LBIFPOCC,Conformity,LBIFPOCC conforms,LBIFPOCC must be an integer between 0-1 or 8-9,Q2c. LBIFPOCC (FDG-PET finding of occipital hypometabolism consistent with LBD?) must be an integer between 0-1 or 8-9,LBIFPOCC < 0 or LBIFPOCC > 1 and not = 8-9,,,,,
e2l-lbdivp-m-060,60,Error,e2l,IL,LBIFPTPP,Missingness,LBIFPTPP conditionally present,"If LBIFPQAV = 1, LBIFPTPP cannot be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) = 1 (Yes), Q2d. LBIFPTPP (FDG-PET finding of temporoparietal hypometabolism suggestive of AD?) cannot be blank",If LBIFPQAV = 1 and LBIFPTPP= blank,,"LBIFPQAV, LBIFPTPP",,,
e2l-lbdivp-m-061,61,Error,e2l,IL,LBIFPTPP,Missingness,LBIFPTPP conditionally blank,"If LBIFPQAV ne 1, LBIFPTPP must be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) not = 1, Q2d. LBIFPTPP (FDG-PET finding of temporoparietal hypometabolism suggestive of AD?) must be blank",If LBIFPQAV ne 1 and LBIFPTPP not = blank,,"LBIFPQAV, LBIFPTPP",,,
e2l-lbdivp-c-062,62,Error,e2l,IL,LBIFPTPP,Conformity,LBIFPTPP conforms,LBIFPTPP must be an integer between 0-1 or 8-9,Q2d. LBIFPTPP (FDG-PET finding of temporoparietal hypometabolism suggestive of AD?) must be an integer between 0-1 or 8-9,LBIFPTPP < 0 or LBIFPTPP > 1 and not = 8-9,,,,,
e2l-lbdivp-m-063,63,Error,e2l,IL,LBIFPISL,Missingness,LBIFPISL conditionally present,"If LBIFPQAV = 1, LBIFPISL cannot be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) = 1 (Yes), Q2e. LBIFPISL (FDG-PET finding of cingulate island sign consistent with LBD?) cannot be blank",If LBIFPQAV = 1 and LBIFPISL= blank,,"LBIFPQAV, LBIFPISL",,,
e2l-lbdivp-m-064,64,Error,e2l,IL,LBIFPISL,Missingness,LBIFPISL conditionally blank,"If LBIFPQAV ne 1, LBIFPISL must be blank","If Q2b. LBIFPQAV (Results of quantitative image analysis available?) not = 1, Q2e. LBIFPISL (FDG-PET finding of cingulate island sign consistent with LBD?) must be blank",If LBIFPQAV ne 1 and LBIFPISL not = blank,,"LBIFPQAV, LBIFPISL",,,
e2l-lbdivp-c-065,65,Error,e2l,IL,LBIFPISL,Conformity,LBIFPISL conforms,LBIFPISL must be an integer between 0-1 or 8-9,Q2e. LBIFPISL (FDG-PET finding of cingulate island sign consistent with LBD?) must be an integer between 0-1 or 8-9,LBIFPISL < 0 or LBIFPISL > 1 and not = 8-9,,,,,
e2l-lbdivp-m-066,66,Error,e2l,IL,LBIFPAVL,Missingness,LBIFPAVL conditionally present,"If LBIFPET = 1, LBIFPAVL cannot be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 1 (Yes), Q2f. LBIFPAVL (FDG-PET available for sharing?) cannot be blank",If LBIFPET= 1 and LBIFPAVL= blank,,"LBIFPET, LBIFPAVL",,,
e2l-lbdivp-m-067,67,Error,e2l,IL,LBIFPAVL,Missingness,LBIFPAVL conditionally blank,"If LBIFPET = 0, LBIFPAVL must be blank","If Q2. LBIFPET (At least one FDG-PET obtained during current or previous evaluation?) = 0 (No), Q2f. LBIFPAVL (FDG-PET available for sharing?) must be blank",If LBIFPET = 0 and LBIFPAVL not = blank,,"LBIFPET, LBIFPAVL",,,
e2l-lbdivp-c-068,68,Error,e2l,IL,LBIFPAVL,Conformity,LBIFPAVL conforms,LBIFPAVL must be an integer between 0-1 ,Q2f. LBIFPAVL (FDG-PET available for sharing?) must be an integer between 0-1,LBIFPAVL < 0 or LBIFPAVL > 1,,,,,
e2l-lbdivp-m-069,69,Error,e2l,IL,LBIFPDCM,Missingness,LBIFPDCM conditionally present,"If LBIFPAVL = 1, LBIFPDCM cannot be blank","If Q2f. LBIFPAVL (FDG-PET available for sharing?) = 1 (Yes), Q2g. LBIFPDCM (Is it in DICOM or other electronic format?) cannot be blank",If LBIFPAVL = 1 and LBIFPDCM = blank,,"LBIFPAVL, LBIFPDCM",,,
e2l-lbdivp-m-070,70,Error,e2l,IL,LBIFPDCM,Missingness,LBIFPDCM conditionally blank,"If LBIFPAVL ne 1, LBIFPDCM must be blank","If Q2f. LBIFPAVL not = 1, Q2g. LBIFPDCM (Is it in DICOM or other electronic format?) must be blank",If LBIFPAVL ne 1 and LBIFPDCM not = blank,,"LBIFPAVL, LBIFPDCM",,,
e2l-lbdivp-c-071,71,Error,e2l,IL,LBIFPDCM,Conformity,LBIFPDCM conforms,LBIFPDCM must be an integer between 0-1 or 9,Q2g. LBIFPDCM (Is it in DICOM or other electronic format?) must be an integer between 0-1 or 9,LBIFPDCM < 0 or LBIFPDCM > 1 and not = 9,,,,,
e2l-lbdivp-m-072,72,Error,e2l,IL,LBIFPFMT,Missingness,LBIFPFMT conditionally present,"If LBIFPDCM = 1, LBIFPFMT cannot be blank","If Q2g. LBIFPDCM (Is it in DICOM or other format?) = 1 (Yes), Q2g1. LBIFPFMT (Specify other format) cannot be blank",If LBIFPDCM = 1 and LBIFPFMT = blank,,"LBIFPDCM, LBIFPFMT",,,
e2l-lbdivp-m-073,73,Error,e2l,IL,LBIFPFMT,Missingness,LBIFPFMT conditionally blank,"If LBIFPDCM ne 1, LBIFPFMT must be blank","If Q2g. LBIFPDCM (Is it in DICOM or other format?) not = 1, Q2g1. LBIFPFMT (Specify other format) must be blank",If LBIFPDCM ne 1 and LBIFPFMT not = blank,,"LBIFPDCM, LBIFPFMT",,,
e2l-lbdivp-m-074,74,Error,e2l,IL,LBIFPADN,Missingness,LBIFPADN conditionally present,"If LBIFPAVL = 1, LBIFPADN cannot be blank","If Q2f. LBIFPAVL (FDG-PET available for sharing?) = 1 (Yes), Q2h. LBIFPADN (ADNI protocol used?) cannot be blank",If LBIFPAVL = 1 and LBIFPADN = blank,,"LBIFPAVL, LBIFPADN",,,
e2l-lbdivp-m-075,75,Error,e2l,IL,LBIFPADN,Missingness,LBIFPADN conditionally blank,"If LBIFPAVL ne 1, LBIFPADN must be blank","If Q2f. LBIFPAVL not = 1, Q2h. LBIFPADN (ADNI protocol used?) must be blank",If LBIFPAVL ne 1 and LBIFPADN not = blank,,"LBIFPAVL, LBIFPADN",,,
e2l-lbdivp-c-076,76,Error,e2l,IL,LBIFPADN,Conformity,LBIFPADN conforms,LBIFPADN must be an integer between 0-1 or 9,Q2h. LBIFPADN (ADNI protocol used?) must be an integer between 0-1 or 9,LBIFPADN < 0 or LBIFPADN > 1 and not = 9,,,,,
e2l-lbdivp-m-077,77,Error,e2l,IL,LBIFPVER,Missingness,LBIFPVER conditionally present,"If LBIFPADN = 1, LBIFPVER cannot be blank","If Q2h. LBIFPADN (ADNI protocol used?) = 1 (Yes), Q2h1. LBIFPVER (ADNI version) cannot be blank",If LBIFPADN = 1 and LBIFPVER = blank,,"LBIFPADN, LBIFPVER",,,
e2l-lbdivp-m-078,78,Error,e2l,IL,LBIFPVER,Missingness,LBIFPVER conditionally blank,"If LBIFPADN ne 1, LBIFPVER must be blank","If Q2h. LBIFPADN (ADNI protocol used?) not = 1, Q2h1. LBIFPVER (ADNI version) must be blank",If LBIFPADN ne 1 and LBIFPVER not = blank,,"LBIFPADN, LBIFPVER",,,
