"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dsdldai7,form_b2d_dld_summary_page,,text,"Category 7: Activity & interest, page 7",,,integer,0,2,,,y,,7e,,,
dsdldai,form_b2d_dld_summary_page,,calc,"Category 7: Activity & interest total",[dsdldai3]+[dsdldai4]+[dsdldai5]+[dsdldai6]+[dsdldai7],"(0 - 12)",,,,,,y,,7,,,
dsdldbd3,form_b2d_dld_summary_page,,text,"Category 8: Behavioral disturbance, page 3",,,integer,0,2,,,y,,8a,,,
dsdldbd4,form_b2d_dld_summary_page,,text,"Category 8: Behavioral disturbance, page 4",,,integer,0,2,,,y,,8b,,,
dsdldbd6,form_b2d_dld_summary_page,,text,"Category 8: Behavioral disturbance, page 6",,,integer,0,2,,,y,,8c,,,
dsdldbd7,form_b2d_dld_summary_page,,text,"Category 8: Behavioral disturbance, page 7",,,integer,0,4,,,y,,8d,,,
dsdldbd8,form_b2d_dld_summary_page,,text,"Category 8: Behavioral disturbance, page 8",,,integer,0,2,,,y,,8e,,,
dsdldbd,form_b2d_dld_summary_page,,calc,"Category 8: Behavioral disturbance total",[dsdldbd3]+[dsdldbd4]+[dsdldbd6]+[dsdldbd7]+[dsdldbd8],"(0 - 12)",,,,,,y,,8,,,
dsdldscs,form_b2d_dld_summary_page,,calc,"SCS = Sum of Cognitive Scores (1 - 3)",[dsdldstm]+[dsdldltm]+[dsdldor],"(0 - 44)",,,,,,y,,9,,,
dsdldsos,form_b2d_dld_summary_page,,calc,"SOS = Sum of Social Scores (4 - 8)",[dsdldsp]+[dsdldprc]+[dsdldmd]+[dsdldai]+[dsdldbd],"(0 - 60)",,,,,,y,,10,,,
