"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
primlang,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Participant's primary language:</span></p></div>","1, English | 2, Spanish | 3, Chinese dialect | 8, Other primary language {primlanx}",,,,,,"[packet]=""I""",,,12.,,,
primlanx,a1_participant_demographics,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Other (SPECIFY):</span></p></div>",,,,,,,"[primlang] = '8'",y,,12a.,,," @PLACEHOLDER='SPECIFY'"
educ,a1_participant_demographics,,dropdown,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Participant's years of education - use the codes below to report the level achieved; if an attempted level is not completed, enter the number of years completed:</span><br /><br />12 = high school or GED<br />16 = bachelor's degree<br />18 = master's degree<br />20 = doctorate<br />99 = unknown</p></div>","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 99, 99. Unknown",,autocomplete,,,,"[packet]=""I""",,,13.,,,
nacclivs,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What is the participant's living situation?</span></p></div>","1, Lives alone | 2, Lives with a spouse or partner | 3, Lives with a relative, friend, or roommate | 4, Lives with caregiver who is not spouse/partner, relative, or friend | 5, Lives with a group (related or not related) in a private residence | 6, Lives in group home (e.g., assisted living, nursing home, covent) | 9, Unknown",,,,,,,,,,,,
zip,a1_participant_demographics,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">ZIP Code (first three digits) of participant's primary residence:</span></p></div>",,"<i>(If unknown, leave blank)</i>",integer,006,999,,,,,"18. OR 7.",,,
primoccu,a1_participant_demographics,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Participant's primary occupation throughout their working life (Use NACC Code):</span></p></div>",,"<i>(If unknown, leave blank)</i>",,,,,,,,,,,
adcenroll,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">ADC enrollment type:</span></p></div>","1, Primarily ADC-Funded (Clinical Core, Satellite Core, or other ADC Core of project) | 2, Participant is supported primarily by a non-ADC study (e.g., R01, including non-ADC grants supporting FTLD Module participant)",,,,,,,,,,,,
income,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Is your income...</span></p></div>","1, Insufficient to meet your needs | 2, Able to meet your basic needs only | 3, In excess of your basic needs allowing some excess spending | 4, Able to meet all your basic and excess spending needs without concern or limitations",,,,,,,,,,,,
income_group,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Which of these income groups represents your personal income for the past year? Include income from all sources such as wages, salaries, social security or retirement benefits, help from relatives, rent from property, and so forth.</span><br /><span style=""font-weight: normal;"">(this information will be kept confidential and will not be shared in a way that identifies you with any other person, organization or Government entity.)</span></p></div>","1, $0 - $4,999 | 2, $5,000 - $9,999 | 3, $10,000 - $14,999 | 4, $15,000 - $19,999 | 5, $20,000 - $24,999 | 6, $25,000 - $29,999 | 7, $30,000 - $34,999 | 8, $35,000 - $49,999 | 9, $50,000 - $74,999 | 10, $75,000 and over",,,,,,,,,,,,
healthcare,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Regarding your health insurance, access to healthcare services, and access to medications, do you feel that these are...</span></p></div>","1, Not available to any extent | 2, Below the level of your needs | 3, Able to meet your needs | 4, Exceed your needs",,,,,,,,,,,,
discrim_product,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Overall, how much has discrimination interfered with you having a full and productive life?</span></p></div>","0, Not at all | 1, A little | 2, Some | 3, A lot",,,,,,,,,,,,
discrimination_hard,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Overall, how much harder has your life been because of discrimination?</span></p></div>","0, Not at all | 1, A little | 2, Some | 3, A lot",,,,,,,,,,,,
safe,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">How safe do you feel in your home and community?</span></p></div>","1, Very safe | 2, Mostly safe | 3, Unsafe at times | 4, Always unsafe",,,,,,,,,,,,
transport,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">Within the past 12 months, has a lack of transportation kept you from medical appointments or from doing things needed for daily living?</span></p> </div> </div> </div> </div></div>","1, Always limits you | 2, Sometimes limits you | 3, Rarely limits you | 4, Never limits you",,,,,,,,,,,,
relatives,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">How many relatives and/or friends, who do not live with you, do you usually keep in touch with by telephone or by visiting?</span></p> </div> </div> </div> </div> </div> </div> </div> </div></div>","0, None | 1, 1 | 2, 2 - 5 | 3, >5",,,,,,,,,,,,
diet,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">I consider my diet...</span></p> </div> </div> </div> </div> </div> </div> </div> </div></div>","1, Very unhealthy | 2, Somewhat unhealthy at times | 3, Neither healthy nor unhealthy | 4, Healthy at times | 5, Very healthy",,,,,,,,,,,,
exercise,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">How often and regularly do you exercise physically?</span></p> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div></div>","0, I do not exercise ever | 1, I exercise infrequently | 2, I exercise regularly to some degree | 3, I exercise regularly to a sufficient degree I exercise frequently on a consistent basis",,,,,,,,,,,,
lifestyle,a1_participant_demographics,,radio,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <div class=""page"" title=""Page 5""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">Overall, my lifestyle is...</span></p> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div></div>","1, Very unhealthy | 2, Less healthy than others I know | 3, About as healthy as others I know | 4, Healthier than others I know | 5, Extremely healthy",,,,,,,,,,,,
ivp_a2_instruct,a2_coparticipant_demographics,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: this form is to be completed by the intake interviewer based on co-participant's report. For additional clarification and examples, see <a href=""https://files.alz.washington.edu/documentation/uds3-ivp-a2.pdf"" target=""_blank"" rel=""noopener"">UDS Coding Guidebook for Initial Visit Packet, Form A2</a>. Check only <span style=""text-decoration: underline;"">one</span> box per question.</span></em></p></div>",,"99 = unknown",,,,,"[packet]=""I""",,,,,,
fvp_a2_instruct,a2_coparticipant_demographics,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: this form is to be completed by the intake interviewer based on co-participant's report. For additional clarification and examples, see <a href=""https://files.alz.washington.edu/documentation/uds3-fvp-a2.pdf"" target=""_blank"" rel=""noopener"">UDS Coding Guidebook for Follow-up Visit Packet, Form A2</a>. Check only <span style=""text-decoration: underline;"">one</span> box per question.</span></em></p></div>",,"99 = unknown",,,,,"[packet]=""F""",,,,,,
tvp_a2_instruct,a2_coparticipant_demographics,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: this form is to be completed by the intake interviewer based on co-participant's report. For additional clarification and examples, see <a href=""https://files.alz.washington.edu/documentation/uds3-tfp-a2.pdf"" target=""_blank"" rel=""noopener"">UDS Coding Guidebook for Telephone Follow-up Visit Packet, Form A2</a>. Check only <span style=""text-decoration: underline;"">one</span> box per question.</span></em></p></div>",,"99 = unknown",,,,,"[packet]=""T""",,,,,,
inrelto,a2_coparticipant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What is co-participant's relationship to the participant?</span></p></div>","1, Spouse, partner, or companion (including ex-spouse, ex-partner, fiancé(e), boyfriend, girlfriend) | 2, Child (by blood or through marriage or adoption) | 3, Sibling (by blood or through marriage or adoption) | 4, Other relative (by blood or through marriage or adoption) | 5, Friend, neighbor, or someone known through family, friends, work, or community (e.g., church) | 6, Paid caregiver, health care provider, or clinician",,,,,,,,,,,,
inknown,a2_coparticipant_demographics,,dropdown,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">How long has the co-participant known the participant?</span></p></div>","0, 0 | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 | 25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31 | 32, 32 | 33, 33 | 34, 34 | 35, 35 | 36, 36 | 37, 37 | 38, 38 | 39, 39 | 40, 40 | 41, 41 | 42, 42 | 43, 43 | 44, 44 | 45, 45 | 46, 46 | 47, 47 | 48, 48 | 49, 49 | 50, 50 | 51, 51 | 52, 52 | 53, 53 | 54, 54 | 55, 55 | 56, 56 | 57, 57 | 58, 58 | 59, 59 | 60, 60 | 61, 61 | 62, 62 | 63, 63 | 64, 64 | 65, 65 | 66, 66 | 67, 67 | 68, 68 | 69, 69 | 70, 70 | 71, 71 | 72, 72 | 73, 73 | 74, 74 | 75, 75 | 76, 76 | 77, 77 | 78, 78 | 79, 79 | 80, 80 | 81, 81 | 82, 82 | 83, 83 | 84, 84 | 85, 85 | 86, 86 | 87, 87 | 88, 88 | 89, 89 | 90, 90 | 91, 91 | 92, 92 | 93, 93 | 94, 94 | 95, 95 | 96, 96 | 97, 97 | 98, 98 | 99, 99 | 100, 100 | 101, 101 | 102, 102 | 103, 103 | 104, 104 | 105, 105 | 106, 106 | 107, 107 | 108, 108 | 109, 109 | 110, 110 | 111, 111 | 112, 112 | 113, 113 | 114, 114 | 115, 115 | 116, 116 | 117, 117 | 118, 118 | 119, 119 | 120, 120 | 999, 999. Unknown","years <i>(999 = unknown)</i>",autocomplete,,,,,,,,,,
inlivwth,a2_coparticipant_demographics,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Does the co-participant live with the participant?</span></p></div>",,,,,,,,,,,,,
contactmode,a2_coparticipant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What is the primary mode of contact with the participant?</span></p></div>","1, In-person | 2, Telephone | 3, Video conferencing | 50, Other {contactmodex}",,,,,,,,,,,,
contactmodex,a2_coparticipant_demographics,,text,"<div class=""rich-text-field-label""><div class=""page"" title=""Page 2""> <div class=""section""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">Other (SPECIFY):</span></p> </div> </div> </div> </div></div>",,,,,,,[contactmode]='50',,,,,," @PLACEHOLDER='SPECIFY'"
contactfreq,a2_coparticipant_demographics,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">What is the approximate frequency of contact (for at least one hour/interaction)?</span></p></div>","1, Daily | 2, At least three times per week | 3, Weekly | 4, At least three times per month | 5, Monthly | 6, Less than once a month",,,,,,,,,,,,
inrely,a2_coparticipant_demographics,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Is there a question about the co-participant's reliability?</span></p></div>",,,,,,,,,,,,,
ivp_a3_instruct,a3_participant_family_history,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: This form is to be completed by a clinician with experience in evaluating patients with neurological problems and psychiatric conditions. for additional clarification and examples, see<a href=""https://files.alz.washington.edu/documentation/uds3-ivp-a3.pdf""> UDS Coding Guidebook for Initial Visit Packet, form A3</a>.</span></em></p></div>",,,,,,,"[packet]=""I""",,,,,,
fvp_a3_instruct,a3_participant_family_history,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: This form is to be completed by a clinician with experience in evaluating patients with neurological problems and psychiatric conditions. for additional clarification and examples, see<a href=""https://files.alz.washington.edu/documentation/uds3-fvp-a3.pdf""> UDS Coding Guidebook for Follow-up Visit Packet, form A3</a>.</span></em></p></div>",,,,,,,"[packet]=""F""",,,,,,
tvp_a3_instruct,a3_participant_family_history,,descriptive,"<div class=""rich-text-field-label""><p><em><span style=""font-weight: normal;"">INSTRUCTIONS: This form is to be completed by a clinician with experience in evaluating patients with neurological problems and psychiatric conditions. for additional clarification and examples, see<a href=""https://files.alz.washington.edu/documentation/uds3-tfp-a3.pdf""> UDS Coding Guidebook for Telephone Follow-up Visit Packet, form A3</a>.</span></em></p></div>",,,,,,,"[packet]=""T""",,,,,,
afffamm,a3_participant_family_history,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Are there affected first-degree relatives (biological parents, full siblings, or biological children)?</span></p> <p><span style=""font-weight: normal;""><i>""Affected"" = having dementia or one of the non-normal diagnoses listed in Appendix 1 on page 5.</i></span></p></div>","0, No | 1, Yes | 9, Unknown",,,,,,"[packet]=""I""",,,1.,,,
a3_bioparents_txt,a3_participant_family_history,,descriptive,"<div class=""rich-text-field-label""><p> </p> <table style=""border-collapse: collapse; width: 101.01156069364163%; height: 53px; background-color: #97a9ca; border-color: #316297; border-style: solid;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 100%; height: 35px; background-color: #316297; text-align: left;""><span style=""color: #ffffff;"">BIOLOGICAL PARENTS</span></td> </tr> <tr style=""height: 18px;""> <td style=""width: 100%; height: 18px; text-align: center;""> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <p><span style=""font-weight: normal;"">Provide information on biological parents below. If birth year is unknown, please provide an approximate year on the Initial Visit Form A3 and ensure that it is consistently reported on any Follow-up Visit Form A3, as applicable. If it is impossible for the subject and co-participant to estimate the birth year, enter <em>9999=Unknown</em>.</span></p> <p><span style=""font-weight: normal;"">For any biological parent with a neurological or psychiatric condition, the entire row must be filled out. If the clinician cannot determine the primary neurological problem/psychiatric condition after reviewing all available evidence, enter 9=Unknown</span> <span style=""font-weight: normal;"">in the </span>Primary neurological problem/psychiatric condition<span style=""font-weight: normal;""> column, and then skip the subsequent questions in the row. For a biological parent with no neurological or psychiatric problem, enter <em>8=N/A </em>- no neurological problem or psychiatric condition in the </span>Primary neurological problem/psychiatric condition<span style=""font-weight: normal;""> column, and then skip the subsequent questions in the row.</span></p> </div> </div> </div> </td> </tr> </tbody> </table> <div class=""page"" title=""Page 2""> <div class=""layoutArea""> <div class=""column""> <p> </p> </div> </div> </div></div>",,,,,,,,,,,,,
momyob,a3_participant_family_history,,dropdown,"<div class=""rich-text-field-label""><p>Mother<span style=""font-weight: normal;""> -- birth year</span></p></div>","1850, 1850 | 1851, 1851 | 1852, 1852 | 1853, 1853 | 1854, 1854 | 1855, 1855 | 1856, 1856 | 1857, 1857 | 1858, 1858 | 1859, 1859 | 1860, 1860 | 1861, 1861 | 1862, 1862 | 1863, 1863 | 1864, 1864 | 1865, 1865 | 1866, 1866 | 1867, 1867 | 1868, 1868 | 1869, 1869 | 1870, 1870 | 1871, 1871 | 1872, 1872 | 1873, 1873 | 1874, 1874 | 1875, 1875 | 1876, 1876 | 1877, 1877 | 1878, 1878 | 1879, 1879 | 1880, 1880 | 1881, 1881 | 1882, 1882 | 1883, 1883 | 1884, 1884 | 1885, 1885 | 1886, 1886 | 1887, 1887 | 1888, 1888 | 1889, 1889 | 1890, 1890 | 1891, 1891 | 1892, 1892 | 1893, 1893 | 1894, 1894 | 1895, 1895 | 1896, 1896 | 1897, 1897 | 1898, 1898 | 1899, 1899 | 1900, 1900 | 1901, 1901 | 1902, 1902 | 1903, 1903 | 1904, 1904 | 1905, 1905 | 1906, 1906 | 1907, 1907 | 1908, 1908 | 1909, 1909 | 1910, 1910 | 1911, 1911 | 1912, 1912 | 1913, 1913 | 1914, 1914 | 1915, 1915 | 1916, 1916 | 1917, 1917 | 1918, 1918 | 1919, 1919 | 1920, 1920 | 1921, 1921 | 1922, 1922 | 1923, 1923 | 1924, 1924 | 1925, 1925 | 1926, 1926 | 1927, 1927 | 1928, 1928 | 1929, 1929 | 1930, 1930 | 1931, 1931 | 1932, 1932 | 1933, 1933 | 1934, 1934 | 1935, 1935 | 1936, 1936 | 1937, 1937 | 1938, 1938 | 1939, 1939 | 1940, 1940 | 1941, 1941 | 1942, 1942 | 1943, 1943 | 1944, 1944 | 1945, 1945 | 1946, 1946 | 1947, 1947 | 1948, 1948 | 1949, 1949 | 1950, 1950 | 1951, 1951 | 1952, 1952 | 1953, 1953 | 1954, 1954 | 1955, 1955 | 1956, 1956 | 1957, 1957 | 1958, 1958 | 1959, 1959 | 1960, 1960 | 1961, 1961 | 1962, 1962 | 1963, 1963 | 1964, 1964 | 1965, 1965 | 1966, 1966 | 1967, 1967 | 1968, 1968 | 1969, 1969 | 1970, 1970 | 1971, 1971 | 1972, 1972 | 1973, 1973 | 1974, 1974 | 1975, 1975 | 1976, 1976 | 1977, 1977 | 1978, 1978 | 1979, 1979 | 1980, 1980 | 1981, 1981 | 1982, 1982 | 1983, 1983 | 1984, 1984 | 1985, 1985 | 1986, 1986 | 1987, 1987 | 1988, 1988 | 1989, 1989 | 1990, 1990 | 1991, 1991 | 1992, 1992 | 1993, 1993 | 1994, 1994 | 1995, 1995 | 1996, 1996 | 1997, 1997 | 1998, 1998 | 1999, 1999 | 2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 9999, 9999. Unknown",9999=unknown,autocomplete,,,y,,,,,,,
ivp_a3_5a_cond,a3_participant_family_history,,radio,"<div class=""rich-text-field-label""><p>Mother<span style=""font-weight: normal;""> -- Primary neurological problem/psychiatric condition</span></p></div>","1, 1. No known neurological illness | 2, 2. Dementia syndrome typical of Alzheimer disease (AD) | 3, 3. Dementia syndrome typical of non-AD disease (ex. DLB, FTD, Vascular dementia) | 4, 4. Dementia syndrome of uncertain etiology or not typical of AD, DLB, FTD, etc. | 5, 5. Other neurologic disorder, including Parkinsonism, ALS | 6, 6. Psychiatric condition | 8, 8. Unknown",,,,,,,,,,,,
ivp_a3_5a_death,a3_participant_family_history,,text,"<div class=""rich-text-field-label""><p>Mother<span style=""font-weight: normal;""> -- Age at death</span></p></div>",,"888 = N/A; 999 = Unknown",integer,,999,,"[ivp_a3_5a_cond]='2' or [ivp_a3_5a_cond]='3' or [ivp_a3_5a_cond]='4' or [ivp_a3_5a_cond]='5' or [ivp_a3_5a_cond]='6'",,,,,,
