"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
bdscotbi,bds,,radio,"10i. Traumatic brain injury (TBI)","0, 0. NO | 1, 1. YES | 9, 9. UNKNOWN",,,,,,"[bdsudsd] = '2' or [bdsudsd] = '3' or [bdsudsd] = '4'",y,RH,,,,
bdscodwn,bds,,radio,"10j. Down syndrome","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,"[bdsudsd] = '2' or [bdsudsd] = '3' or [bdsudsd] = '4'",y,RH,,,,
bdscoo1f,bds,,radio,"10k. Other (SPECIFY):","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,"[bdsudsd] = '2' or [bdsudsd] = '3' or [bdsudsd] = '4'",y,RH,,,,
bdscoo1x,bds,,text,"10k. If Other,  SPECIFY:",,,,,,,"[bdscoo1f] = '1'",y,RH,,,,
bdscoo2f,bds,,radio,"10l. Other (SPECIFY):","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,"[bdsudsd] = '2' or [bdsudsd] = '3' or [bdsudsd] = '4'",y,RH,,,,
bdscoo2x,bds,,text,"10l. If Other,  SPECIFY:",,,,,,,"[bdscoo2f] = '1'",y,RH,,,,
bdscoo3f,bds,,radio,"10m. Other (SPECIFY):","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,"[bdsudsd] = '2' or [bdsudsd] = '3' or [bdsudsd] = '4'",y,RH,,,,
bdscoo3x,bds,,text,"10m. If Other,  SPECIFY:",,,,,,,"[bdscoo3f] = '1'",y,RH,,,,
instructions_bds_3,bds,,descriptive,"<div class="""" style=""color: white;font-size: 11pt;background-color:#004d99""><strong>DATA AVAILABLE AT CENTER</strong></div><div class=""blue""><strong>INSTRUCTIONS: This section is to be completed based on existing research data. Indicate if the participant
was assessed for the following and data is available at your center.</strong></div>",,,,,,,,,,,,,
bdsfamav,bds,,radio,"11. Family health history","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsmedav,bds,,radio,"12. Medications","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsheaav,bds,,radio,"13. Participant health history","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdspexav,bds,,radio,"14. Physical exam","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdscdrav,bds,,radio,"15. CDR&#174 Dementia Staging Instrument","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsnpiav,bds,,radio,"16. NPI-Q","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsgdsav,bds,,radio,"17. GDS","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsfasav,bds,,radio,"18. FAS","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsneuav,bds,,radio,"19. Neurological exam","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdscliav,bds,,radio,"20. Clinical judgment of symptoms","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsmmsav,bds,,radio,"21. MMSE or MoCA","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsnpsav,bds,,radio,"22. Neuropsychologic test scores","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdssmrav,bds,,radio,"23. Structural MRI scan","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsaptav,bds,,radio,"24. Amyloid PET scan","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdstptav,bds,,radio,"25. Tau PET scan","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsfptav,bds,,radio,"26. FDG PET scan","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsacsav,bds,,radio,"27. Amyloid CSF assay","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdstcsav,bds,,radio,"28. Tau CSF assay","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
bdsdatav,bds,,radio,"29. DAT scan","0, 0. NO|1, 1. YES|9, 9. UNKNOWN",,,,,,,y,RH,,,,
footer_bds,bds,,descriptive,"<span style=""color:#5959a6; font-size: 9.3pt;""><strong>National Alzheimer's Coordinating Center | (206) 543-8637 | fax: (206) 616-5927 | naccmail@uw.edu | www.alz.washington.edu</strong></span> 
<font color=red> BDS (V1.0, MAR 2020)</font color=red> Form BDS: Brief Clinical Data Capture for NP Submission
",,,,,,,,,,,,,
