"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
facexpx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"2a. Facial expression untestable (specify)",,,,,,,"[facexp] = '8'",,,,,," @PLACEHOLDER='Specify'"
trestfac,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"3a. Tremor at rest - face, lips, chin","0, Absent | 1, Slight and infrequently present | 2, Mild in amplitude and persistent; or moderate in amplitude, but only intermittently present | 3, Moderate in amplitude and present most of the time | 4, Marked in amplitude and present most of the time | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
trestfax,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"3a1. Tremor at rest - face, lips, chin untestable (specify)",,,,,,,"[trestfac] = '8'",,,,,," @PLACEHOLDER='Specify'"
trestrhd,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"3b. Tremor at rest - right hand","0, Absent | 1, Slight and infrequently present | 2, Mild in amplitude and persistent; or moderate in amplitude, but only intermittently present | 3, Moderate in amplitude and present most of the time | 4, Marked in amplitude and present most of the time | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
trestrhx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"3b1. Tremor at rest - right hand untestable (specify)",,,,,,,"[trestrhd] = '8'",,,,,," @PLACEHOLDER='Specify'"
trestlhd,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"3c. Tremor at rest - left hand","0, Absent | 1, Slight and infrequently present | 2, Mild in amplitude and persistent; or moderate in amplitude, but only intermittently present | 3, Moderate in amplitude and present most of the time | 4, Marked in amplitude and present most of the time | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
trestlhx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"3c1. Tremor at rest - left hand untestable (specify)",,,,,,,"[trestlhd] = '8'",,,,,," @PLACEHOLDER='Specify'"
trestrft,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"3d. Tremor at rest - right foot","0, Absent | 1, Slight and infrequently present | 2, Mild in amplitude and persistent; or moderate in amplitude, but only intermittently present | 3, Moderate in amplitude and present most of the time | 4, Marked in amplitude and present most of the time | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
trestrfx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"3d1. Tremor at rest - right foot untestable (specify)",,,,,,,"[trestrft] = '8'",,,,,," @PLACEHOLDER='Specify'"
trestlft,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"3e. Tremor at rest - left foot","0, Absent | 1, Slight and infrequently present | 2, Mild in amplitude and persistent; or moderate in amplitude, but only intermittently present | 3, Moderate in amplitude and present most of the time | 4, Marked in amplitude and present most of the time | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
trestlfx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"3e1. Tremor at rest - left foot untestable (specify)",,,,,,,"[trestlft] = '8'",,,,,," @PLACEHOLDER='Specify'"
tractrhd,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"4a. Action or postural tremor of hands - right hand","0, Absent | 1, Slight; present with action | 2, Moderate in amplitude, present with action | 3, Moderate in amplitude with posture holding as well as action | 4, Marked in amplitude; interferes with feeding | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
tractrhx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"4a1. Action or postural tremor of hands - right hand untestable (specify)",,,,,,,"[tractrhd] = '8'",,,,,," @PLACEHOLDER='Specify'"
tractlhd,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"4b. Action or postural tremor of hands - left hand","0, Absent | 1, Slight; present with action | 2, Moderate in amplitude, present with action | 3, Moderate in amplitude with posture holding as well as action | 4, Marked in amplitude; interferes with feeding | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
tractlhx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"4b1. Action or postural tremor of hands - left hand untestable (specify)",,,,,,,"[tractlhd] = '8'",,,,,," @PLACEHOLDER='Specify'"
rigdneck,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"5a. Rigidity - neck","0, Absent | 1, Slight or detectable only when activated by mirror or other movements | 2, Mild to moderate | 3, Marked, but full range of motion easily achieved | 4, Severe; range of motion achieved with difficulty | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
rigdnex,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"5a1. Rigidity - neck untestable (specify)",,,,,,,"[rigdneck] = '8'",,,,,," @PLACEHOLDER='Specify'"
rigduprt,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"5b. Rigidity - right upper extremity ","0, Absent | 1, Slight or detectable only when activated by mirror or other movements | 2, Mild to moderate | 3, Marked, but full range of motion easily achieved | 4, Severe; range of motion achieved with difficulty | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
rigduprx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"5b1. Rigidity - right upper extremity untestable (specify)",,,,,,,"[rigduprt] = '8'",,,,,," @PLACEHOLDER='Specify'"
rigduplf,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"5c. Rigidity - left upper extremity ","0, Absent | 1, Slight or detectable only when activated by mirror or other movements | 2, Mild to moderate | 3, Marked, but full range of motion easily achieved | 4, Severe; range of motion achieved with difficulty | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
rigduplx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"5c1. Rigidity - left upper extremity untestable (specify)",,,,,,,"[rigduplf] = '8'",,,,,," @PLACEHOLDER='Specify'"
rigdlort,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"5d. Rigidity - right lower extremity","0, Absent | 1, Slight or detectable only when activated by mirror or other movements | 2, Mild to moderate | 3, Marked, but full range of motion easily achieved | 4, Severe; range of motion achieved with difficulty | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
rigdlorx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"5d1. Rigidity - right lower extremity untestable (specify)",,,,,,,"[rigdlort] = '8'",,,,,," @PLACEHOLDER='Specify'"
rigdlolf,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"5e. Rigidity - left lower extremity","0, Absent | 1, Slight or detectable only when activated by mirror or other movements | 2, Mild to moderate | 3, Marked, but full range of motion easily achieved | 4, Severe; range of motion achieved with difficulty | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
rigdlolx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"5e1. Rigidity - left lower extremity untestable (specify)",,,,,,,"[rigdlolf] = '8'",,,,,," @PLACEHOLDER='Specify'"
tapsrt,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"6a. Finger taps - right hand","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
tapsrtx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"6a1. Finger taps - right hand untestable (specify)",,,,,,,"[tapsrt] = '8'",,,,,," @PLACEHOLDER='Specify'"
tapslf,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"6b. Finger taps - left hand","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
tapslfx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"6b1. Finger taps - left hand untestable (specify)",,,,,,,"[tapslf] = '8'",,,,,," @PLACEHOLDER='Specify'"
handmovr,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"7a. Hand movements - right hand","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
handmvrx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"7a1. Hand movements - right hand untestable (specify)",,,,,,,"[handmovr] = '8'",,,,,," @PLACEHOLDER='Specify'"
handmovl,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"7b. Hand movements - left hand","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
handmvlx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"7b1. Hand movements - left hand untestable (specify)",,,,,,,"[handmovl] = '8'",,,,,," @PLACEHOLDER='Specify'"
handaltr,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"8a. Rapid alternating movement of hands - right hand","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
handatrx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"8a1. Rapid alternating movement of hands - right hand untestable (specify)",,,,,,,"[handaltr] = '8'",,,,,," @PLACEHOLDER='Specify'"
handaltl,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"8b. Rapid alternating movement of hands - left hand ","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
handatlx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"8b1. Rapid alternating movements of hands - left hand untestable (specify)",,,,,,,"[handaltl] = '8'",,,,,," @PLACEHOLDER='Specify'"
legrt,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"9a. Leg agility - right leg","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
legrtx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"9a1. Leg agility - right leg untestable (specify)",,,,,,,"[legrt] = '8'",,,,,," @PLACEHOLDER='Specify'"
leglf,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"9b. Leg agility - left leg","0, Normal | 1, Mild slowing and/or reduction in amplitude | 2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement | 3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement| 4, Can barely perform the task. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
leglfx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"9b1. Leg agility - left leg untestable (specify)",,,,,,,"[leglf] = '8'",,,,,," @PLACEHOLDER='Specify'"
arising,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"10. Arising from chair","0, Normal | 1, Slow; or may need more than one attempt | 2, Pushes self up from arms of seat | 3, Tends to fall back and may have to try more than one time, but can get up without help. | 4, Unable to arise without help | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
arisingx,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"10a. Arising from chair untestable (specify)",,,,,,,"[arising] = '8'",,,,,," @PLACEHOLDER='Specify'"
posture,b3_unified_parkinsons_disease_rating_scale_updrs_m,,radio,"11. Posture","0, Normal | 1, Not quite erect, slightly stooped posture; could be normal for older person. | 2, Moderately stooped posture, definitely abnormal; can be slightly leaning to one side. | 3, Severely stooped posture with kyphosis; can be moderately leaning to one side. | 4, Marked flexion with extreme abnormality of posture. | 8, Untestable",,,,,,"[pdnormal] <> '1'",,,,,,
posturex,b3_unified_parkinsons_disease_rating_scale_updrs_m,,text,"11a. Posture untestable (specify)",,,,,,,"[posture] = '8'",,,,,," @PLACEHOLDER='Specify'"
