form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
b3,I,7b. Hand movements - left hand,HANDMOVL,Conditional,"0-4, 8","0, Normal|1, Mild slowing and/or reduction in amplitude|2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement|3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement|4, Can barely perform the task.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,7b1. Hand movements - left hand untestable (specify),HANDMVLX,Conditional,text,,String,[handmovl] = '8'
b3,I,8a. Rapid alternating movement of hands - right hand,HANDALTR,Conditional,"0-4, 8","0, Normal|1, Mild slowing and/or reduction in amplitude|2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement|3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement|4, Can barely perform the task.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,8a1. Rapid alternating movement of hands - right hand untestable (specify),HANDATRX,Conditional,text,,String,[handaltr] = '8'
b3,I,8b. Rapid alternating movement of hands - left hand ,HANDALTL,Conditional,"0-4, 8","0, Normal|1, Mild slowing and/or reduction in amplitude|2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement|3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement|4, Can barely perform the task.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,8b1. Rapid alternating movements of hands - left hand untestable (specify),HANDATLX,Conditional,text,,String,[handaltl] = '8'
b3,I,9a. Leg agility - right leg,LEGRT,Conditional,"0-4, 8","0, Normal|1, Mild slowing and/or reduction in amplitude|2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement|3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement|4, Can barely perform the task.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,9a1. Leg agility - right leg untestable (specify),LEGRTX,Conditional,text,,String,[legrt] = '8'
b3,I,9b. Leg agility - left leg,LEGLF,Conditional,"0-4, 8","0, Normal|1, Mild slowing and/or reduction in amplitude|2, Moderately impaired; definite and early fatiguing; may have occasional arrests in movement|3, Severely impaired; frequent hesitation in initiating movements or arrests in ongoing movement|4, Can barely perform the task.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,9b1. Leg agility - left leg untestable (specify),LEGLFX,Conditional,text,,String,[leglf] = '8'
b3,I,10. Arising from chair,ARISING,Conditional,"0-4, 8","0, Normal|1, Slow; or may need more than one attempt|2, Pushes self up from arms of seat|3, Tends to fall back and may have to try more than one time, but can get up without help.|4, Unable to arise without help|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,10a. Arising from chair untestable (specify),ARISINGX,Conditional,text,,String,[arising] = '8'
b3,I,11. Posture,POSTURE,Conditional,"0-4, 8","0, Normal|1, Not quite erect, slightly stooped posture; could be normal for older person.|2, Moderately stooped posture, definitely abnormal; can be slightly leaning to one side.|3, Severely stooped posture with kyphosis; can be moderately leaning to one side.|4, Marked flexion with extreme abnormality of posture.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,11a. Posture untestable (specify),POSTUREX,Conditional,text,,String,[posture] = '8'
b3,I,12. Gait,GAIT,Conditional,"0-4, 8","0, Normal|1, Walks slowly; may shuffle with short steps, but no festination (hastening steps) or propulsion.|2, Walks with difficulty, but requires little or no assistance; may have some festination, short steps, or propulsion.|3, Severe disturbance of gait requiring assistance.|4, Cannot walk at all, even with assistance.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,12a. Gait untestable (specify),GAITX,Conditional,text,,String,[gait] = '8'
b3,I,13. Posture stability,POSSTAB,Conditional,"0-4, 8","0, Normal erect|1, Retropulsion, but recovers unaided.|2, Absence of posturnal response; would fall if not caught by examiner.|3, Very unstable, tends to lose balance spontaneously.|4, Unable to stand without assistance.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,13a. Posture stability untestable (specify),POSSTABX,Conditional,text,,String,[posstab] = '8'
b3,I,14. Body bradykinesia and hypokinesia,BRADYKIN,Conditional,"0-4, 8","0, None|1, Minimal slowness, giving movement a deliberate character; could be normal for some persons; possibly reduced amplitude|2, Mild degree of slowness and poverty or movement which is definitely abnormal. Alternatively, some reduced amplitude.|3, Moderate slowness, poverty or small amplitude of movement|4, Marked slowness, poverty or small amplitude of movement.|8, Untestable",Integer,[pdnormal] ne '1'
b3,I,14a. Body bradykinesia and hypokinesia untestable (specify),BRADYKIX,Conditional,text,,String,[bradykin] = '8'
b3,I,15. Total UPDRS Score ,TOTALUPDRS,Conditional,"0-108, 888","0-108, 888 = One or more items untestable",Integer,
