form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
a3a,IF,"3c. There is a small chance that some commercial value may result from my sample at the National Cell Repository for Alzheimer's Disease (NCRAD). If that would happen, I would not be offered a share in any profits. I permit (home institution) to give my sample to researchers at other institutions.",FTDCOMME3,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 3 FTDRELCO3 is blank
a3a,IF,4. What relative's consent is being recorded on this form?,FTDRELCO4,No,Integers 1-4,1 = Mother 2 = Father 3= Sibling 4 = Child,Integer,
a3a,IF,4. Sibling's birth year,FTDSIBBY4,Conditional,1885 – current year,1885 – current year,Integer,Blank if Question 4 FTDRELCO4 ne 3 (Sibling)
a3a,IF,4. Child's birth year,FTDCHDBY4,Conditional,1920 – current year,1920 – current year,Integer,Blank if Question 4 FTDRELCO4 ne 4 (Child)
a3a,IF,4a. I permit my sample to be stored and used in future research of neurologic disease at (home institution),FTDSTORE4,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 4 FTDRELCO4 is blank
a3a,IF,"4b. I permit my sample to be stored and used in future research at (home institution) to learn about, prevent, or treat other health problems.",FTDSLEAR4,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 4 FTDRELCO4 is blank
a3a,IF,"4c. There is a small chance that some commercial value may result from my sample at the National Cell Repository for Alzheimer's Disease (NCRAD). If that would happen, I would not be offered a share in any profits. I permit (home institution) to give my sample to researchers at other institutions.",FTDCOMME4,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 4 FTDRELCO4 is blank
a3a,IF,5. What relative's consent is being recorded on this form?,FTDRELCO5,No,Integers 1-4,1 = Mother 2 = Father 3= Sibling 4 = Child,Integer,
a3a,IF,5. Sibling's birth year,FTDSIBBY5,Conditional,1885 – current year,1885 – current year,Integer,Blank if Question 5 FTDRELCO5 ne 3 (Sibling)
a3a,IF,5. Child's birth year,FTDCHDBY5,Conditional,1920 – current year,1920 – current year,Integer,Blank if Question 5 FTDRELCO5 ne 4 (Child)
a3a,IF,5a. I permit my sample to be stored and used in future research of neurologic disease at (home institution),FTDSTORE5,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 5 FTDRELCO5 is blank
a3a,IF,"5b. I permit my sample to be stored and used in future research at (home institution) to learn about, prevent, or treat other health problems.",FTDSLEAR5,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 5 FTDRELCO5 is blank
a3a,IF,"5c. There is a small chance that some commercial value may result from my sample at the National Cell Repository for Alzheimer's Disease (NCRAD). If that would happen, I would not be offered a share in any profits. I permit (home institution) to give my sample to researchers at other institutions.",FTDCOMME5,Conditional,Integers 0-1,0 = No | 1 = Yes,Integer,Blank if Question 5 FTDRELCO5 is blank
