form_name,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
milestonesv3,2b1. Participant is too cognitively impaired,RECOGIM,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,2b2. Participant is too ill or physically impaired,REPHYILL,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,2b3. Participant refuses neuropsychological testing or clinical exam,REREFUSE,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,"2b4. Participant or coparticipant unreachable, not available, or moved away",RENAVAIL,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,2b5. Participant has permanently entered nursing home,RENURSE,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,"2b5a. Date permanently moved to nursing home, month",NURSEMO,Conditional,Integers 1-12 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 99=Unknown",Integer,Blank if Blank if Question 2b5 RENURSE ne 1 (Yes) or Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,"2b5b. Date permanently moved to nursing home, day",NURSEDY,Conditional,Integers 1-31 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 |25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31|99=Unknown",Integer,Blank if Blank if Question 2b5 RENURSE ne 1 (Yes) or Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,"2b5c. Date permanently moved to nursing home, year",NURSEYR,Conditional,Integers 2015 to current year,2015 - current year,Integer,Blank if Blank if Question 2b5 RENURSE ne 1 (Yes) or Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,2b6. Participant is rejoining ADRC,REJOIN,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,"3. Participant will no longer receive FTLD Module follow-up, but annual in-person UDS visits will continue",FTLDDISC,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,Blank if Question 4a DECEASED = 1 (Yes) or Question 4b DISCONT = 1 (Yes)
milestonesv3,3a. FTLD discontinued reason,FTLDREAS,Conditional,Integers 1-4,"1, ADRC decision | 2 = Participant/co-articipant refused | 3 = Informant not available | 4 = Other, specify below",Integer,"Blank if Question 3 FTLDDISC ne 1 (Discontinue FTLD), Question 4a DECEASED = 1 (Yes), or Question 4b DISCONT = 1 (Yes)"
milestonesv3,3b. Specify other FTLD discontinued reason,FTLDREAX,Conditional,Any text,,String,"Blank if Question 3a FTLDREAS ne 4 (Other), Question 4a DECEASED = 1 (Yes), or Question 4b DISCONT = 1 (Yes)"
milestonesv3,4a. Participant has died,DECEASED,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4b DISCONT = 1 (Yes)"
milestonesv3,4b. Participant has been dropped from ADRC,DISCONT,Conditional,Integer 1 or blank,"1, Yes (box is checked)",Integer,
milestonesv3,"5a1. Date of death, month",DEATHMO,Conditional,Integers 1-12 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 99=Unknown",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4a DECEASED ne 1 (Yes)"
milestonesv3,"5a2. Date of death, day",DEATHDY,Conditional,Integers 1-31 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 |25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31|99=Unknown",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4a DECEASED ne 1 (Yes)"
milestonesv3,"5a3. Date of death, year",DEATHYR,Conditional,Integers 2015 to current year,2015 - current year,Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4a DECEASED ne 1 (Yes)"
milestonesv3,5b. ADRC autopsy,AUTOPSY,Conditional,Integers 0-1,"0, No ADRC autopsy expected | 1, An ADRC autopsy has been done; data submitted or pending",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4a DECEASED ne 1 (Yes)"
milestonesv3,"6a1. Date dropped from ADRC, month",DISCMO,Conditional,Integers 1-12 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 99=Unknown",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4b DISCONT ne 1 (Yes)"
milestonesv3,"6a2. Date dropped from ADRC, day",DISCDY,Conditional,Integers 1-31 or 99,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, 21 | 22, 22 | 23, 23 | 24, 24 |25, 25 | 26, 26 | 27, 27 | 28, 28 | 29, 29 | 30, 30 | 31, 31|99=Unknown",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4b DISCONT ne 1 (Yes)"
milestonesv3,"6a3. Date dropped from ADRC, year",DISCYR,Conditional,Integers 2015 to current year,2015 - current year,Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4b DISCONT ne 1 (Yes)"
milestonesv3,6b. Primary reason participant discontinued ADRC participation,DROPREAS,Conditional,Integers 1-2,"1, ADRC decision or protocol | 2, Participant or coparticipant asked to be dropped",Integer,"Blank if Question 2a PROTOCOL = 1 (Follow-up by telephone), Question 2a PROTOCOL = 2 (Minimal contact), Question 2a PROTOCOL = 3 (Annual in person follow-up), Question 3 FTLDDISC = 1 (Discontinue FTLD), or Question 4b DISCONT ne 1 (Yes)"
