form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic,carry_forward
d1b,F,7a3e1. White-matter hyperintensity severity,IMAGWMHSEV,Conditional (e.g. skip pattern),Integers 1-2,"1, Moderate white–matter hyperintensity (CHS score 5–6)  | 2, Extensive white–matter hyperintensity (CHS score 7–8+)",Integer,[imagwmh]='1',yes
d1b,F,8. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis?,OTHBIOM1,Conditional (e.g. skip pattern),Integers 0-2,"0, No|1, Yes, results were normal or abnormal|2, Yes, results were indeterminate",Integer,[biomarkdx]=1,yes
d1b,F,8a1. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis? (specify),OTHBIOMX1,Conditional (e.g. skip pattern),Any text,,String,[othbiom1]='1' or [othbiom1]='2',yes
d1b,F,8a. Other biomarker modality - Consistent with AD,BIOMAD1,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom1]='1' or [othbiom1]='2',yes
d1b,F,8b. Other biomarker modality - Consistent with FTLD,BIOMFTLD1,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom1]='1' or [othbiom1]='2',yes
d1b,F,8c. Other biomarker modality - Consistent with LBD,BIOMLBD1,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom1]='1' or [othbiom1]='2',yes
d1b,F,8d. Other biomarker modality - Consistent with other etiology,BIOMOTH1,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom1]='1' or [othbiom1]='2',yes
d1b,F,8d1. Other biomarker modality - Consistent with other etiology (specify),BIOMOTHX1,Conditional (e.g. skip pattern),Any text,,String,[biomoth1]='0' or [biomoth1]='1' or [biomoth1]='9',yes
d1b,F,9. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis?,OTHBIOM2,Conditional (e.g. skip pattern),Integers 0-2,"0, No|1, Yes, results were normal or abnormal|2, Yes, results were indeterminate",Integer,[biomarkdx]=1,yes
d1b,F,9a1. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis? (specify),OTHBIOMX2,Conditional (e.g. skip pattern),Any text,,String,[othbiom2]='1' or [othbiom2]='2',yes
d1b,F,9a. Other biomarker modality - Consistent with AD,BIOMAD2,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom2]='1' or [othbiom2]='2',yes
d1b,F,9b. Other biomarker modality - Consistent with FTLD,BIOMFTLD2,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom2]='1' or [othbiom2]='2',yes
d1b,F,9c. Other biomarker modality - Consistent with LBD,BIOMLBD2,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom2]='1' or [othbiom2]='2',yes
d1b,F,9d. Other biomarker modality - Consistent with other etiology,BIOMOTH2,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom2]='1' or [othbiom2]='2',yes
d1b,F,9d1. Other biomarker modality - Consistent with other etiology (specify),BIOMOTHX2,Conditional (e.g. skip pattern),Any text,,String,[biomoth2]='0' or [biomoth2]='1'  or [biomoth2]='9' ,yes
d1b,F,10. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis?,OTHBIOM3,Conditional (e.g. skip pattern),Integers 0-2,"0, No|1, Yes, results were normal or abnormal|2, Yes, results were indeterminate",Integer,[biomarkdx]=1,yes
d1b,F,10a1. Other biomarker modality - Was another biomarker modality used to support an etiological diagnosis? (specify),OTHBIOMX3,Conditional (e.g. skip pattern),Any text,,String,[othbiom3]='1' or [othbiom3]='2',yes
d1b,F,10a. Other biomarker modality - Consistent with AD,BIOMAD3,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom3]='1' or [othbiom3]='2',yes
d1b,F,10b. Other biomarker modality - Consistent with FTLD,BIOMFTLD3,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom3]=1 or [othbiom3]=2,yes
d1b,F,10c. Other biomarker modality - Consistent with LBD,BIOMLBD3,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom3]='1' or [othbiom3]='2',yes
d1b,F,10d. Other biomarker modality - Consistent with other etiology,BIOMOTH3,Conditional (e.g. skip pattern),"Integers 0, 1, 8, 9","0, Not consistent|1, Yes, consistent|8 | Not assessed | 9, Indeterminate",Integer,[othbiom3]='1' or [othbiom3]='2',yes
d1b,F,10d1. Other biomarker modality - Consistent with other etiology (specify),BIOMOTHX3,Conditional (e.g. skip pattern),Any text,,String,[biomoth3]='0' or [biomoth3]='1' or [biomoth3]='9' ,yes
d1b,F,11. Is there an autosomal dominant pathogenic variant to support an etiological diagnosis?,AUTDOMMUT,Conditional (e.g. skip pattern),"Integers 0, 1, 9","0, No|1, Yes|9, Unknown/Not disclosed",Integer,[biomarkdx]=1,yes
d1b,F,12. Alzheimer's disease,ALZDIS,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"12a. Primary, contributing, or non-contributing - Alzheimer's disease",ALZDISIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[alzdis] = '1',yes
d1b,F,13. Lewy body disease,LBDIS,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"13a. Primary, contributing, or non-contributing - Lewy body disease",LBDIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[lbdis] = '1',yes
d1b,F,14. Frontotemporal lobar degeneration,FTLD,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,,yes
d1b,F,14a. Progressive supranuclear palsy (PSP),PSP,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[ftld] = '1',yes
d1b,F,"14a1. Primary, contributing, or non-contributing - Progressive supranuclear palsy (PSP)",PSPIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[psp] = '1',yes
d1b,F,14b. Corticobasal degeneration (CBD),CORT,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[ftld] = '1',yes
d1b,F,"14b1. Primary, contributing, or non-contributing - Corticobasal degeneration (CBD)",CORTIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cort] = '1',yes
d1b,F,14c. FTLD with motor neuron disease,FTLDMO,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[ftld] = '1',yes
d1b,F,"14c1. Primary, contributing, or non-contributing - FTLD with motor neuron disease",FTLDMOIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[ftldmo] = '1',yes
d1b,F,14d. FTLD not otherwise specified (NOS),FTLDNOS,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,[ftld] = '1',yes
d1b,F,"14d1. Primary, contributing, or non-contributing - FTLD not otherwise specified (NOS)",FTLDNOIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[ftldnos] = '1',yes
d1b,F,14e. FTLD subtype,FTLDSUBT,Conditional (e.g. skip pattern),"Integers 1-3, 9","1, Tauopathy|2, TDP-43 proteinopathy|3, Other|9, Unknown",Integer,[ftld] = '1',yes
d1b,F,14e1. Other FTLD subtype (specify),FTLDSUBX,Conditional (e.g. skip pattern),Any text,,String,[ftldsubt]=3,yes
d1b,F,15. Vascular brain injury (based on clinical and imaging evidence according to your Center's standards),CVD,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"15a.  Primary, contributing, or non-contributing - Vascular brain injury",CVDIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cvd] = '1',yes
d1b,F,16. Multiple system atrophy,MSA,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"16a. Primary, contributing, or non-contributing - Multiple system atrophy",MSAIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[msa] = '1',yes
d1b,F,17. Chronic traumatic encephalopathy (CTE),CTE,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,,yes
d1b,F,"17a. Primary, contributing, or non-contributing - CTE",CTEIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[cte] = '1',yes
d1b,F,17b. CTE certainty,CTECERT,Conditional (e.g. skip pattern),Integers 1-3,"1, Suggestive CTE | 2, Possible CTE | 3, Probable CTE",Integer,[cte] = '1',yes
d1b,F,18. Down syndrome,DOWNS,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"18a. Primary, contributing, or non-contributing - Down syndrome",DOWNSIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[downs] = '1',yes
d1b,F,19. Huntington's disease,HUNT,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"19a. Primary, contributing, or non-contributing - Huntington's disease",HUNTIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[hunt] = '1',yes
d1b,F,"20. Prion disease (CJD, other)",PRION,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"20a. Primary, contributing, or non-contributing - Prion disease (CJD, other)",PRIONIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[prion] = '1',yes
d1b,F,21. Cerebral amyloid angiopathy,CAA,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,,yes
d1b,F,"21a. Primary, contributing, or non-contributing - Cerebral amyloid angiopathy",CAAIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[caa] = '1',yes
d1b,F,22. LATE: Limbic-predominant age-related TDP-43 encephalopathy,LATE,Conditional (e.g. skip pattern),1 or blank,"1, Present",Integer,,yes
d1b,F,"22a. Primary, contributing, or non-contributing - LATE",LATEIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[late] = '1',yes
d1b,F,23. Other,OTHCOG,Conditional (e.g. skip pattern),"0, 1 or blank","1, Present",Integer,,yes
d1b,F,"23a. Primary, contributing, or non-contributing - Other",OTHCOGIF,Conditional (e.g. skip pattern),Integers 1-3,"1, Primary|2, Contributing|3, Non-contributing",Integer,[othcog] = '1',yes
d1b,F,23b. Other (specify),OTHCOGX,Conditional (e.g. skip pattern),Any text,,String,[othcog]='1',yes
