"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
d1b_section1a_3,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #3598db;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%;""><span style=""color: #ffffff;"">4. CSF-based biomarkers</span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""1""> <tbody> <tr> <td style=""width: 11.0312%;"">4a.</td> <td style=""width: 56.2591%;"">Consistent with AD</td> <td style=""width: 32.6973%;"">{csfad:icons}</td> </tr> <tr> <td style=""width: 11.0312%;"">4b.</td> <td style=""width: 56.2591%;"">Consistent with FTLD</td> <td style=""width: 32.6973%;"">{csfftld:icons}</td> </tr> <tr> <td style=""width: 11.0312%;"">4c.</td> <td style=""width: 56.2591%;"">Consistent with LBD</td> <td style=""width: 32.6973%;"">{csflbd:icons}</td> </tr> <tr> <td style=""width: 11.0312%;"">4d.</td> <td style=""width: 56.2591%;""> <p>Consistent with other etiology</p> <p>{csfothx:icons}</p> </td> <td style=""width: 32.6973%;"">{csfoth:icons}</td> </tr> </tbody> </table></div>",,,,,,,"[fluidbiom]=2 or [fluidbiom]=3",,,,,,
csfad,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4a. Consistent with AD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fluidbiom]=2 or [fluidbiom]=3",,,,,,
csfftld,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4b. Consistent with FTLD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fluidbiom]=2 or [fluidbiom]=3",,,,,,
csflbd,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4c. Consistent with LBD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fluidbiom]=2 or [fluidbiom]=3",,,,,,
csfoth,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4d. Consistent with other etiology (</span>SPECIFY<span style=""font-weight: normal;"">): {csfothx}</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fluidbiom]=2 or [fluidbiom]=3",,,,,,
csfothx,d1b_biomarkers_used_to_support_etiological_diagnos,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">4d1. Consistent with other etiology (</span>SPECIFY<span style=""font-weight: normal;"">):</span></p></div>",,,,,,,"[csfoth]<>""""",y,,,,," @PLACEHOLDER='SPECIFY'"
fbio_warning2,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%; background-color: #e03e2d; border-color: #e03e2d;""><span style=""color: #ffffff;"">WARNING: You indicated that CSF-based biomakers were used to assess the etiological diagnosis, but did not indicate at least one etiology that was excluded, confirmed, or indeterminate by CSF-based biomarkers (questions 4a-4d are blank). At least one of these etiologies should be selected.</span></td> </tr> </tbody> </table></div>",,,,,,,"([fluidbiom]=2 or [fluidbiom]=3) and ([bloodad]="""" and [bloodftld]="""" and [bloodlbd]="""" and [bloodoth]="""")",,,,,,
d1b_section1a_4,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #3598db;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%; background-color: #3598db; border-color: #3598db;""><span style=""color: #ffffff;"">Imaging</span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100.051%;"" border=""1""> <tbody> <tr style=""background-color: #c2e0f4;""> <td style=""width: 5.41022%;"">5.</td> <td style=""width: 61.3424%;"">Imaging <span style=""font-weight: normal;"">- Was imaging used for assessing etiological diagnosis?</span></td> <td style=""width: 33.3763%;"">{imagingdx:icons}</td> </tr> </tbody> </table></div>",,,,,,,"[biomarkdx]='1' and [fluidbiom]<>''",,,,,,
imagingdx,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">5.</span> Imaging -<span style=""font-weight: normal;""> Was imaging used for assessing etiological diagnosis?</span></p></div>","0, No | 1, Yes, only PET/SPECT imaging was used | 2, Yes, only MR imaging was used | 3, Yes, both PET/SPECT and MR imaging were used",,,,,,"[biomarkdx]='1' and [fluidbiom]<>''",y,,,,,
ivp_d1b_instructions_4,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><p> </p> <p><span style=""font-weight: normal;"">Please use the following questions to indicate the results of the imaging used by the clinican (or at  consensus) to determine the etiological diagnosis at this visit.</span></p> <p><span style=""font-weight: normal;"">If imaging was used to exclude an etiological diagnosis, select</span> 0=No.<span style=""font-weight: normal;""> If imaging was found to be consistent with a diagnosis, select </span>1=Yes<span style=""font-weight: normal;"">. If imaging was found to be indeterminate, select </span>9<span style=""font-weight: normal;"">. In cases where one or more of the etiologies listed were not assessed using imaging, leave the row blank and this will default to </span>Not Applicable<span style=""font-weight: normal;""> in the NACC database.</span></p> <p> </p></div>",,,,,,,"[imagingdx]<>'' and [imagingdx]<>'0'",,,,,,
d1b_section1a_5,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 99.9717%; border-style: none;"" border=""1""> <tbody> <tr> <td style=""width: 99.9151%; background-color: #3598db; border-color: #3598db; border-style: none;""><span style=""color: #ffffff;"">6. PET/SPECT<br /></span></td> </tr> </tbody> </table> <table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""0""> <tbody> <tr> <td style=""width: 9.22378%;"">6a.</td> <td style=""width: 57.5289%;""> <p>Tracer-based PET - <span style=""font-weight: normal;"">Were tracer-based PET measures used in assessing an etiological diagnosis?</span></p> </td> <td style=""width: 33.3763%;"">{petdx:icons}</td> </tr> </tbody> </table></div>",,,,,,,"[biomarkdx]='1' and ([imagingdx]='1' or [imagingdx]='3')",,,,,,
petdx,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6a.</span> Tracer-based PET <span style=""font-weight: normal;"">- Were tracer-based PET measures used in assessing an etiological diagnosis?</span></p></div>","0, No | 1, Yes, results were normal or abnormal | 2, Yes, results were indeterminate",,,,,,"[biomarkdx]='1' and ([imagingdx]='1' or [imagingdx]='3')",y,,,,,
d1b_sectiona16,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""0""> <tbody> <tr> <td style=""width: 25.0322%;""> </td> <td style=""width: 9.35428%;"">6a1.</td> <td style=""width: 40.7102%;"">Elevated Amyloid</td> <td style=""width: 25.0322%;"">{amylpet:icons}</td> </tr> <tr> <td style=""width: 25.0322%;""> </td> <td style=""width: 9.35428%;"">6a2.</td> <td style=""width: 40.7102%;"">Elevated tau pathology</td> <td style=""width: 25.0322%;"">{taupet:icons}</td> </tr> </tbody> </table> <p><span style=""font-weight: normal;""> </span></p></div>",,,,,,,"[petdx]=1 or [petdx]=2",,,,,,
amylpet,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6a1. Elevated amyloid</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[petdx]=1 or [petdx]=2",,,,,,
taupet,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6a2. Elevated tau pathology</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[petdx]=1 or [petdx]=2",,,,,,
pet_warning1,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%; background-color: #e03e2d; border-color: #e03e2d;""><span style=""color: #ffffff;"">WARNING: You indicated that tracer-based PET measures were used to assess the etiological diagnosis, but did not indicate at least one result from tracer-based PET measures (questions 6a1 and 6a2 are blank). At least one of these results should be selected.</span></td> </tr> </tbody> </table></div>",,,,,,,"([petdx]=1 or [petdx]=2) and ([amylpet]="""" and [taupet]="""")",,,,,,
d1b_section16b,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""0""> <tbody> <tr> <td style=""width: 11.0599%;"">6b.</td> <td style=""width: 55.6927%;"">FDG PET <span style=""font-weight: normal;"">- Was FDG PET data or information used to support an etiological diagnosis?</span></td> <td style=""width: 33.3763%;"">{fdgpetdx:icons}</td> </tr> </tbody> </table></div>",,,,,,,"[imagingdx]='1' or [imagingdx]='3'",,,,,,
fdgpetdx,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b. </span>FDG PET<span style=""font-weight: normal;""> - Was FDG PET data or information used to support an etiological diagnosis?</span></p></div>","0, No | 1, Yes, results were normal or abnormal | 2, Yes, results were indeterminate",,,,,,"[imagingdx]='1' or [imagingdx]='3'",y,,,,,
d1b_section16b1,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""0""> <tbody> <tr> <td style=""width: 11.7383%;""> </td> <td style=""width: 8.20266%;"">6b1.</td> <td style=""width: 44.5626%;"">Consistent with AD</td> <td style=""width: 35.484%;"">{fdgad:icons}</td> </tr> <tr> <td style=""width: 11.7383%;""> </td> <td style=""width: 8.20266%;"">6b2.</td> <td style=""width: 44.5626%;"">Consistent with FTLD</td> <td style=""width: 35.484%;"">{fdgftld:icons}</td> </tr> <tr> <td style=""width: 11.7383%;""> </td> <td style=""width: 8.20266%;"">6b3.</td> <td style=""width: 44.5626%;"">Consistent with LBD</td> <td style=""width: 35.484%;"">{fdglbd:icons}</td> </tr> <tr> <td style=""width: 11.7383%;""> </td> <td style=""width: 8.20266%;"">6b4.</td> <td style=""width: 44.5626%;"">Consistent with other etiology</td> <td style=""width: 35.484%;"">{fdgoth:icons}</td> </tr> <tr> <td style=""width: 11.7383%;""> </td> <td style=""width: 8.20266%;""> </td> <td style=""width: 44.5626%;"">{fdgothx:icons}</td> <td style=""width: 35.484%;""> </td> </tr> </tbody> </table></div>",,,,,,,"[fdgpetdx]='1' or [fdgpetdx]='2'",,,,,,
fdgad,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b1. Consistent with AD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fdgpetdx]=1 or [fdgpetdx]=2",,,,,,
fdgftld,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b2. Consistent with FTLD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fdgpetdx]=1 or [fdgpetdx]=2",,,,,,
fdglbd,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b3. FDG PET - Consistent with LBD</span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fdgpetdx]=1 or [fdgpetdx]=2",,,,,,
fdgoth,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b4. Consistent with other etiology </span>(SPECIFY)<span style=""font-weight: normal;"">:{fdgothx}<br /></span></p></div>","0, No | 1, Yes | 9, Indeterminate",,,,,,"[fdgpetdx]=1 or [fdgpetdx]=2",,,,,,
fdgothx,d1b_biomarkers_used_to_support_etiological_diagnos,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6b4a. FDG PET - Consistent with other etiology (specify)</span></p></div>",,,,,,,"[fdgoth]<>""""",y,,,,," @PLACEHOLDER='SPECIFY'"
pet_warning2,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%;"" border=""1""> <tbody> <tr> <td style=""width: 99.821%; background-color: #e03e2d; border-color: #e03e2d;""><span style=""color: #ffffff;"">WARNING: You indicated that FDG PET data or information was used to assess the etiological diagnosis, but did not indicate at least one etiology that was excluded, confirmed, or indeterminate by FDG PET data or information (questions 6b1-6b4 are blank). At least one of these etiologies should be selected.</span></td> </tr> </tbody> </table></div>",,,,,,,"([fdgpetdx]=1 or [fdgpetdx]=2) and ([fdgad]="""" and [fdgftld]="""" and [fdglbd]="""" and [fdgoth]="""")",,,,,,
d1b_section_6c,d1b_biomarkers_used_to_support_etiological_diagnos,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100.051%; background-color: #c2e0f4;"" border=""0""> <tbody> <tr> <td style=""width: 11.0599%;"">6c.</td> <td style=""width: 55.6927%;"">Dopamine Transporter (DAT) Scan <span style=""font-weight: normal;"">- Was DAT Scan data or information used to support an etiological diagnosis?</span></td> <td style=""width: 33.3763%;"">{datscandx:icons}</td> </tr> <tr> <td style=""width: 11.0599%;"">6d.</td> <td style=""width: 55.6927%;"">Other tracer-based imaging <span style=""font-weight: normal;"">- Were other tracer-based imaging used to support an etiological diagnosis?</span></td> <td style=""width: 33.3763%;"">{tracothdx:icons}</td> </tr> <tr> <td style=""width: 11.0599%;""> </td> <td style=""width: 55.6927%;"">{tracothdxx:icons}</td> <td style=""width: 33.3763%;""> </td> </tr> </tbody> </table></div>",,,,,,,"[biomarkdx]='1' and ([imagingdx]='1' or [imagingdx]='3')",,,,,,
datscandx,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6c. </span>Dopamine Transporter (DAT) Scan <span style=""font-weight: normal;"">- Was DAT Scan data or information used to support an etiological diagnosis?</span></p></div>","0, No | 1, Yes, results were normal or abnormal | 2, Yes, results were indeterminate",,,,,,"[biomarkdx]='1' and ([imagingdx]='1' or [imagingdx]='3')",y,,,,,
tracothdx,d1b_biomarkers_used_to_support_etiological_diagnos,,radio,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6d. </span>Other tracer-based imaging<span style=""font-weight: normal;""> - Were other tracer-based imaging used to support an etiological diagnosis? (</span>SPECIFY<span style=""font-weight: normal;"">): {tracothdxx}</span></p></div>","0, No | 1, Yes, results were normal or abnormal | 2, Yes, results were indeterminate",,,,,,"[biomarkdx]='1' and ([imagingdx]='1' or [imagingdx]='3')",y,,,,,
tracothdxx,d1b_biomarkers_used_to_support_etiological_diagnos,,text,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">6d1a.  Were other tracer-based imaging used to support an etiological diagnosis? (</span>specify<span style=""font-weight: normal;"">)</span></p></div>",,,,,,,"[tracothdx]='1' or [tracothdx]='2'",y,,,,," @PLACEHOLDER='SPECIFY'"
